,date,btc_open,btc_close,btc_volume,nasdaq_close,dji_close,sp_close,oil_close,gold_close,price_1d,price_2d,price_3d,nasdaq_1d,nasdaq_2d,nasdaq_3d,sp_1d,sp_2d,sp_3d,dji_1d,dji_2d,dji_3d
49,2021-03-22,57517.890625,54529.144531,56521454974,13377.5400390625,32731.19921875,3940.590087890625,61.54999923706055,1737.800048828125,57523.421875,58313.644531,58346.652344,13377.5400390625,13377.5400390625,13215.240234375,3940.590087890625,3940.590087890625,3913.10009765625,32731.19921875,32731.19921875,32628.0
50,2021-03-23,54511.660156,54738.945313,56435023914,13227.7001953125,32423.19921875,3910.52001953125,57.7599983215332,1724.699951171875,54529.144531,57523.421875,58313.644531,13377.5400390625,13377.5400390625,13377.5400390625,3940.590087890625,3940.590087890625,3940.590087890625,32731.19921875,32731.19921875,32731.19921875
51,2021-03-24,54710.488281,52774.265625,70567223787,12961.8896484375,32420.099609375,3889.139892578125,61.18000030517578,1732.9000244140625,54738.945313,54529.144531,57523.421875,13227.7001953125,13377.5400390625,13377.5400390625,3910.52001953125,3940.590087890625,3940.590087890625,32423.19921875,32731.19921875,32731.19921875
52,2021-03-25,52726.746094,51704.160156,67999812841,12977.6796875,32619.5,3909.52001953125,58.560001373291016,1724.9000244140625,52774.265625,54738.945313,54529.144531,12961.8896484375,13227.7001953125,13377.5400390625,3889.139892578125,3910.52001953125,3940.590087890625,32420.099609375,32423.19921875,32731.19921875
53,2021-03-26,51683.011719,55137.3125,56652197978,13138.73046875,33072.8984375,3974.5400390625,60.970001220703125,1732.199951171875,51704.160156,52774.265625,54738.945313,12977.6796875,12961.8896484375,13227.7001953125,3909.52001953125,3889.139892578125,3910.52001953125,32619.5,32420.099609375,32423.19921875
54,2021-03-27,55137.566406,55973.511719,47266542233,13059.650390625,33171.3984375,3971.090087890625,61.560001373291016,1712.0999755859375,55137.3125,51704.160156,52774.265625,13138.73046875,12977.6796875,12961.8896484375,3974.5400390625,3909.52001953125,3889.139892578125,33072.8984375,32619.5,32420.099609375
55,2021-03-28,55974.941406,55950.746094,47686580918,13059.650390625,33171.3984375,3971.090087890625,61.560001373291016,1712.0999755859375,55973.511719,55137.3125,51704.160156,13059.650390625,13138.73046875,12977.6796875,3971.090087890625,3974.5400390625,3909.52001953125,33171.3984375,33072.8984375,32619.5
56,2021-03-29,55947.898438,57750.199219,57625587027,13059.650390625,33171.3984375,3971.090087890625,61.560001373291016,1712.0999755859375,55950.746094,55973.511719,55137.3125,13059.650390625,13059.650390625,13138.73046875,3971.090087890625,3971.090087890625,3974.5400390625,33171.3984375,33171.3984375,33072.8984375
57,2021-03-30,57750.132813,58917.691406,54414116432,13045.3896484375,33067.0,3958.550048828125,60.54999923706055,1683.9000244140625,57750.199219,55950.746094,55973.511719,13059.650390625,13059.650390625,13059.650390625,3971.090087890625,3971.090087890625,3971.090087890625,33171.3984375,33171.3984375,33171.3984375
58,2021-03-31,58930.277344,58918.832031,65520826225,13246.8701171875,32981.6015625,3972.889892578125,59.15999984741211,1713.800048828125,58917.691406,57750.199219,55950.746094,13045.3896484375,13059.650390625,13059.650390625,3958.550048828125,3971.090087890625,3971.090087890625,33067.0,33171.3984375,33171.3984375
59,2021-04-01,58926.5625,59095.808594,61669163792,13480.1103515625,33527.19921875,4019.8701171875,61.45000076293945,1726.5,58918.832031,58917.691406,57750.199219,13246.8701171875,13045.3896484375,13059.650390625,3972.889892578125,3958.550048828125,3971.090087890625,32981.6015625,33067.0,33171.3984375
60,2021-04-02,59098.878906,59384.3125,58727860620,13705.58984375,33527.19921875,4077.909912109375,58.650001525878906,1727.0,59095.808594,58918.832031,58917.691406,13480.1103515625,13246.8701171875,13045.3896484375,4019.8701171875,3972.889892578125,3958.550048828125,33527.19921875,32981.6015625,33067.0
61,2021-04-03,59397.410156,57603.890625,59641344484,13705.58984375,33527.19921875,4077.909912109375,58.650001525878906,1727.0,59384.3125,59095.808594,58918.832031,13705.58984375,13480.1103515625,13246.8701171875,4077.909912109375,4019.8701171875,3972.889892578125,33527.19921875,33527.19921875,32981.6015625
62,2021-04-04,57604.839844,58758.554688,50749662970,13705.58984375,33527.19921875,4077.909912109375,58.650001525878906,1727.0,57603.890625,59384.3125,59095.808594,13705.58984375,13705.58984375,13480.1103515625,4077.909912109375,4077.909912109375,4019.8701171875,33527.19921875,33527.19921875,33527.19921875
63,2021-04-05,58760.875,59057.878906,60706272115,13705.58984375,33527.19921875,4077.909912109375,58.650001525878906,1727.0,58758.554688,57603.890625,59384.3125,13705.58984375,13705.58984375,13705.58984375,4077.909912109375,4077.909912109375,4077.909912109375,33527.19921875,33527.19921875,33527.19921875
64,2021-04-06,59171.933594,58192.359375,66058027988,13698.3798828125,33430.19921875,4073.93994140625,59.33000183105469,1741.5,59057.878906,58758.554688,57603.890625,13705.58984375,13705.58984375,13705.58984375,4077.909912109375,4077.909912109375,4077.909912109375,33527.19921875,33527.19921875,33527.19921875
65,2021-04-07,58186.507813,56048.9375,75645303584,13688.83984375,33446.30078125,4079.949951171875,59.77000045776367,1740.0999755859375,58192.359375,59057.878906,58758.554688,13698.3798828125,13705.58984375,13705.58984375,4073.93994140625,4077.909912109375,4077.909912109375,33430.19921875,33527.19921875,33527.19921875
66,2021-04-08,56099.914063,58323.953125,53053855641,13829.3095703125,33503.6015625,4097.169921875,59.59999847412109,1756.800048828125,56048.9375,58192.359375,59057.878906,13688.83984375,13698.3798828125,13705.58984375,4079.949951171875,4073.93994140625,4077.909912109375,33446.30078125,33430.19921875,33527.19921875
67,2021-04-09,58326.5625,58245.003906,46655208546,13900.1904296875,33800.6015625,4128.7998046875,59.31999969482422,1743.300048828125,58323.953125,56048.9375,58192.359375,13829.3095703125,13688.83984375,13698.3798828125,4097.169921875,4079.949951171875,4073.93994140625,33503.6015625,33446.30078125,33430.19921875
68,2021-04-10,58253.777344,59793.234375,58238470525,13850.0,33745.3984375,4127.990234375,59.70000076293945,1731.199951171875,58245.003906,58323.953125,56048.9375,13900.1904296875,13829.3095703125,13688.83984375,4128.7998046875,4097.169921875,4079.949951171875,33800.6015625,33503.6015625,33446.30078125
69,2021-04-11,59846.230469,60204.964844,46280252580,13850.0,33745.3984375,4127.990234375,59.70000076293945,1731.199951171875,59793.234375,58245.003906,58323.953125,13850.0,13900.1904296875,13829.3095703125,4127.990234375,4128.7998046875,4097.169921875,33745.3984375,33800.6015625,33503.6015625
70,2021-04-12,60175.945313,59893.453125,51828688519,13850.0,33745.3984375,4127.990234375,59.70000076293945,1731.199951171875,60204.964844,59793.234375,58245.003906,13850.0,13850.0,13900.1904296875,4127.990234375,4127.990234375,4128.7998046875,33745.3984375,33745.3984375,33800.6015625
71,2021-04-13,59890.019531,63503.457031,69983454362,13996.099609375,33677.30078125,4141.58984375,60.18000030517578,1746.199951171875,59893.453125,60204.964844,59793.234375,13850.0,13850.0,13850.0,4127.990234375,4127.990234375,4127.990234375,33745.3984375,33745.3984375,33745.3984375
72,2021-04-14,63523.753906,63109.695313,77451779687,13857.83984375,33730.8984375,4124.66015625,63.150001525878906,1734.9000244140625,63503.457031,59893.453125,60204.964844,13996.099609375,13850.0,13850.0,4141.58984375,4127.990234375,4127.990234375,33677.30078125,33745.3984375,33745.3984375
73,2021-04-15,63075.195313,63314.011719,60954381579,14038.759765625,34036.0,4170.419921875,63.459999084472656,1765.4000244140625,63109.695313,63503.457031,59893.453125,13857.83984375,13996.099609375,13850.0,4124.66015625,4141.58984375,4127.990234375,33730.8984375,33677.30078125,33745.3984375
74,2021-04-16,63258.503906,61572.789063,84293007468,14052.33984375,34200.69921875,4185.47021484375,63.130001068115234,1779.0,63314.011719,63109.695313,63503.457031,14038.759765625,13857.83984375,13996.099609375,4170.419921875,4124.66015625,4141.58984375,34036.0,33730.8984375,33677.30078125
75,2021-04-17,61529.921875,60683.820313,66138759198,13914.76953125,34077.6015625,4163.259765625,63.380001068115234,1769.4000244140625,61572.789063,63314.011719,63109.695313,14052.33984375,14038.759765625,13857.83984375,4185.47021484375,4170.419921875,4124.66015625,34200.69921875,34036.0,33730.8984375
76,2021-04-18,60701.886719,56216.183594,97468872758,13914.76953125,34077.6015625,4163.259765625,63.380001068115234,1769.4000244140625,60683.820313,61572.789063,63314.011719,13914.76953125,14052.33984375,14038.759765625,4163.259765625,4185.47021484375,4170.419921875,34077.6015625,34200.69921875,34036.0
77,2021-04-19,56191.585938,55724.265625,65344865159,13914.76953125,34077.6015625,4163.259765625,63.380001068115234,1769.4000244140625,56216.183594,60683.820313,61572.789063,13914.76953125,13914.76953125,14052.33984375,4163.259765625,4163.259765625,4185.47021484375,34077.6015625,34077.6015625,34200.69921875
78,2021-04-20,55681.792969,56473.03125,67849323955,13786.26953125,33821.30078125,4134.93994140625,62.43999862670898,1777.300048828125,55724.265625,56216.183594,60683.820313,13914.76953125,13914.76953125,13914.76953125,4163.259765625,4163.259765625,4163.259765625,34077.6015625,34077.6015625,34077.6015625
79,2021-04-21,56471.128906,53906.089844,54926612466,13950.2197265625,34137.30078125,4173.419921875,61.34999847412109,1792.300048828125,56473.03125,55724.265625,56216.183594,13786.26953125,13914.76953125,13914.76953125,4134.93994140625,4163.259765625,4163.259765625,33821.30078125,34077.6015625,34077.6015625
80,2021-04-22,53857.105469,51762.273438,74798630778,13818.41015625,33815.8984375,4134.97998046875,61.43000030517578,1781.199951171875,53906.089844,56473.03125,55724.265625,13950.2197265625,13786.26953125,13914.76953125,4173.419921875,4134.93994140625,4163.259765625,34137.30078125,33821.30078125,34077.6015625
81,2021-04-23,51739.808594,51093.652344,86668667320,14016.8095703125,34043.5,4180.169921875,62.13999938964844,1777.0,51762.273438,53906.089844,56473.03125,13818.41015625,13950.2197265625,13786.26953125,4134.97998046875,4173.419921875,4134.93994140625,33815.8984375,34137.30078125,33821.30078125
82,2021-04-24,51143.226563,50050.867188,49014494781,14138.7802734375,33981.6015625,4187.6201171875,61.90999984741211,1779.199951171875,51093.652344,51762.273438,53906.089844,14016.8095703125,13818.41015625,13950.2197265625,4180.169921875,4134.97998046875,4173.419921875,34043.5,33815.8984375,34137.30078125
83,2021-04-25,50052.832031,49004.253906,46117114240,14138.7802734375,33981.6015625,4187.6201171875,61.90999984741211,1779.199951171875,50050.867188,51093.652344,51762.273438,14138.7802734375,14016.8095703125,13818.41015625,4187.6201171875,4180.169921875,4134.97998046875,33981.6015625,34043.5,33815.8984375
84,2021-04-26,49077.792969,54021.753906,58284039825,14138.7802734375,33981.6015625,4187.6201171875,61.90999984741211,1779.199951171875,49004.253906,50050.867188,51093.652344,14138.7802734375,14138.7802734375,14016.8095703125,4187.6201171875,4187.6201171875,4180.169921875,33981.6015625,33981.6015625,34043.5
85,2021-04-27,54030.304688,55033.117188,49448222757,14090.2197265625,33984.8984375,4186.72021484375,62.93999862670898,1778.0,54021.753906,49004.253906,50050.867188,14138.7802734375,14138.7802734375,14138.7802734375,4187.6201171875,4187.6201171875,4187.6201171875,33981.6015625,33981.6015625,33981.6015625
86,2021-04-28,55036.636719,54824.703125,48000572955,14051.0302734375,33820.3984375,4183.18017578125,63.86000061035156,1773.199951171875,55033.117188,54021.753906,49004.253906,14090.2197265625,14138.7802734375,14138.7802734375,4186.72021484375,4187.6201171875,4187.6201171875,33984.8984375,33981.6015625,33981.6015625
87,2021-04-29,54858.089844,53555.109375,46088929780,14082.5498046875,34060.3984375,4211.47021484375,65.01000213623047,1768.0999755859375,54824.703125,55033.117188,54021.753906,14051.0302734375,14090.2197265625,14138.7802734375,4183.18017578125,4186.72021484375,4187.6201171875,33820.3984375,33984.8984375,33981.6015625
88,2021-04-30,53568.664063,57750.175781,52395931985,13962.6796875,33874.8984375,4181.169921875,63.58000183105469,1767.300048828125,53555.109375,54824.703125,55033.117188,14082.5498046875,14051.0302734375,14090.2197265625,4211.47021484375,4183.18017578125,4186.72021484375,34060.3984375,33820.3984375,33984.8984375
89,2021-05-01,57714.664063,57828.050781,42836427360,13895.1201171875,34113.19921875,4192.66015625,64.48999786376953,1791.4000244140625,57750.175781,53555.109375,54824.703125,13962.6796875,14082.5498046875,14051.0302734375,4181.169921875,4211.47021484375,4183.18017578125,33874.8984375,34060.3984375,33820.3984375
90,2021-05-02,57825.863281,56631.078125,38177405335,13895.1201171875,34113.19921875,4192.66015625,64.48999786376953,1791.4000244140625,57828.050781,57750.175781,53555.109375,13895.1201171875,13962.6796875,14082.5498046875,4192.66015625,4181.169921875,4211.47021484375,34113.19921875,33874.8984375,34060.3984375
91,2021-05-03,56620.273438,57200.292969,51713139031,13895.1201171875,34113.19921875,4192.66015625,64.48999786376953,1791.4000244140625,56631.078125,57828.050781,57750.175781,13895.1201171875,13895.1201171875,13962.6796875,4192.66015625,4192.66015625,4181.169921875,34113.19921875,34113.19921875,33874.8984375
92,2021-05-04,57214.179688,53333.539063,68564706967,13633.5,34133.0,4164.66015625,65.69000244140625,1775.800048828125,57200.292969,56631.078125,57828.050781,13895.1201171875,13895.1201171875,13895.1201171875,4192.66015625,4192.66015625,4192.66015625,34113.19921875,34113.19921875,34113.19921875
93,2021-05-05,53252.164063,57424.007813,69241316747,13582.419921875,34230.30078125,4167.58984375,65.62999725341797,1784.0999755859375,53333.539063,57200.292969,56631.078125,13633.5,13895.1201171875,13895.1201171875,4164.66015625,4192.66015625,4192.66015625,34133.0,34113.19921875,34113.19921875
94,2021-05-06,57441.308594,56396.515625,69523285106,13632.83984375,34548.5,4201.6201171875,64.70999908447266,1815.5,57424.007813,53333.539063,57200.292969,13582.419921875,13633.5,13895.1201171875,4167.58984375,4164.66015625,4192.66015625,34230.30078125,34133.0,34113.19921875
