,date,btc_open,btc_close,btc_volume,nasdaq_close,dji_close,sp_close,oil_close,gold_close,price_1d,price_2d,price_3d,nasdaq_1d,nasdaq_2d,nasdaq_3d,sp_1d,sp_2d,sp_3d,dji_1d,dji_2d,dji_3d
0,2021-02-01,33114.578125,33537.175781,61400400660,13403.3896484375,30211.900390625,3773.860107421875,53.54999923706055,1860.800048828125,,,,,,,,,,,,
1,2021-02-02,33533.199219,35510.289063,63088585433,13612.7802734375,30687.5,3826.31005859375,54.7599983215332,1830.5,33537.175781,,,13403.3896484375,,,3773.860107421875,,,30211.900390625,,
2,2021-02-03,35510.820313,37472.089844,61166818159,13610.5400390625,30723.599609375,3830.169921875,55.68999862670898,1832.199951171875,35510.289063,33537.175781,,13612.7802734375,13403.3896484375,,3826.31005859375,3773.860107421875,,30687.5,30211.900390625,
3,2021-02-04,37475.105469,36926.066406,68838074392,13777.740234375,31055.900390625,3871.739990234375,56.22999954223633,1788.9000244140625,37472.089844,35510.289063,33537.175781,13610.5400390625,13612.7802734375,13403.3896484375,3830.169921875,3826.31005859375,3773.860107421875,30723.599609375,30687.5,30211.900390625
4,2021-02-05,36931.546875,38144.308594,58598066402,13856.2998046875,31148.19921875,3886.830078125,56.84999847412109,1810.9000244140625,36926.066406,37472.089844,35510.289063,13777.740234375,13610.5400390625,13612.7802734375,3871.739990234375,3830.169921875,3826.31005859375,31055.900390625,30723.599609375,30687.5
5,2021-02-06,38138.386719,39266.011719,71326033653,13987.6396484375,31385.80078125,3915.590087890625,57.970001220703125,1831.9000244140625,38144.308594,36926.066406,37472.089844,13856.2998046875,13777.740234375,13610.5400390625,3886.830078125,3871.739990234375,3830.169921875,31148.19921875,31055.900390625,30723.599609375
6,2021-02-07,39250.191406,38903.441406,65500641143,13987.6396484375,31385.80078125,3915.590087890625,57.970001220703125,1831.9000244140625,39266.011719,38144.308594,36926.066406,13987.6396484375,13856.2998046875,13777.740234375,3915.590087890625,3886.830078125,3871.739990234375,31385.80078125,31148.19921875,31055.900390625
7,2021-02-08,38886.828125,46196.464844,101467222687,13987.6396484375,31385.80078125,3915.590087890625,57.970001220703125,1831.9000244140625,38903.441406,39266.011719,38144.308594,13987.6396484375,13987.6396484375,13856.2998046875,3915.590087890625,3915.590087890625,3886.830078125,31385.80078125,31385.80078125,31148.19921875
8,2021-02-09,46184.992188,46481.105469,91809846886,14007.7001953125,31375.80078125,3911.22998046875,58.36000061035156,1835.300048828125,46196.464844,38903.441406,39266.011719,13987.6396484375,13987.6396484375,13987.6396484375,3915.590087890625,3915.590087890625,3915.590087890625,31385.80078125,31385.80078125,31385.80078125
9,2021-02-10,46469.761719,44918.183594,87301089896,13972.5302734375,31437.80078125,3909.8798828125,58.68000030517578,1840.5999755859373,46481.105469,46196.464844,38903.441406,14007.7001953125,13987.6396484375,13987.6396484375,3911.22998046875,3915.590087890625,3915.590087890625,31375.80078125,31385.80078125,31385.80078125
10,2021-02-11,44898.710938,47909.332031,81388911810,14025.76953125,31430.69921875,3916.3798828125,58.2400016784668,1824.9000244140625,44918.183594,46481.105469,46196.464844,13972.5302734375,14007.7001953125,13987.6396484375,3909.8798828125,3911.22998046875,3915.590087890625,31437.80078125,31375.80078125,31385.80078125
11,2021-02-12,47877.035156,47504.851563,76555041196,14095.4697265625,31458.400390625,3934.830078125,59.470001220703125,1821.5999755859373,47909.332031,44918.183594,46481.105469,14025.76953125,13972.5302734375,14007.7001953125,3916.3798828125,3909.8798828125,3911.22998046875,31430.69921875,31437.80078125,31375.80078125
12,2021-02-13,47491.203125,47105.515625,70250456155,14047.5,31522.69921875,3932.590087890625,60.04999923706055,1797.199951171875,47504.851563,47909.332031,44918.183594,14095.4697265625,14025.76953125,13972.5302734375,3934.830078125,3916.3798828125,3909.8798828125,31458.400390625,31430.69921875,31437.80078125
13,2021-02-14,47114.507813,48717.289063,71248675228,14047.5,31522.69921875,3932.590087890625,60.04999923706055,1797.199951171875,47105.515625,47504.851563,47909.332031,14047.5,14095.4697265625,14025.76953125,3932.590087890625,3934.830078125,3916.3798828125,31522.69921875,31458.400390625,31430.69921875
14,2021-02-15,48696.535156,47945.058594,77069903166,14047.5,31522.69921875,3932.590087890625,60.04999923706055,1797.199951171875,48717.289063,47105.515625,47504.851563,14047.5,14047.5,14095.4697265625,3932.590087890625,3932.590087890625,3934.830078125,31522.69921875,31522.69921875,31458.400390625
15,2021-02-16,47944.457031,49199.871094,77049582886,14047.5,31522.69921875,3932.590087890625,60.04999923706055,1797.199951171875,47945.058594,48717.289063,47105.515625,14047.5,14047.5,14047.5,3932.590087890625,3932.590087890625,3932.590087890625,31522.69921875,31522.69921875,31522.69921875
16,2021-02-17,49207.277344,52149.007813,80820545404,13965.490234375,31613.0,3931.330078125,61.13999938964844,1771.0999755859375,49199.871094,47945.058594,48717.289063,14047.5,14047.5,14047.5,3932.590087890625,3932.590087890625,3932.590087890625,31522.69921875,31522.69921875,31522.69921875
17,2021-02-18,52140.972656,51679.796875,52054723579,13865.3603515625,31493.30078125,3913.969970703125,60.52000045776367,1773.4000244140625,52149.007813,49199.871094,47945.058594,13965.490234375,14047.5,14047.5,3931.330078125,3932.590087890625,3932.590087890625,31613.0,31522.69921875,31522.69921875
18,2021-02-19,51675.980469,55888.132813,63495496918,13874.4599609375,31494.30078125,3906.7099609375,59.2400016784668,1775.800048828125,51679.796875,52149.007813,49199.871094,13865.3603515625,13965.490234375,14047.5,3913.969970703125,3931.330078125,3932.590087890625,31493.30078125,31613.0,31522.69921875
19,2021-02-20,55887.335938,56099.519531,68145460026,13533.0498046875,31521.69921875,3876.5,61.4900016784668,1806.699951171875,55888.132813,51679.796875,52149.007813,13874.4599609375,13865.3603515625,13965.490234375,3906.7099609375,3913.969970703125,3931.330078125,31494.30078125,31493.30078125,31613.0
20,2021-02-21,56068.566406,57539.945313,51897585191,13533.0498046875,31521.69921875,3876.5,61.4900016784668,1806.699951171875,56099.519531,55888.132813,51679.796875,13533.0498046875,13874.4599609375,13865.3603515625,3876.5,3906.7099609375,3913.969970703125,31521.69921875,31494.30078125,31493.30078125
21,2021-02-22,57532.738281,54207.320313,92052420332,13533.0498046875,31521.69921875,3876.5,61.4900016784668,1806.699951171875,57539.945313,56099.519531,55888.132813,13533.0498046875,13533.0498046875,13874.4599609375,3876.5,3876.5,3906.7099609375,31521.69921875,31521.69921875,31494.30078125
22,2021-02-23,54204.929688,48824.425781,106102492824,13465.2001953125,31537.400390625,3881.3701171875,61.66999816894531,1804.4000244140625,54207.320313,57539.945313,56099.519531,13533.0498046875,13533.0498046875,13533.0498046875,3876.5,3876.5,3876.5,31521.69921875,31521.69921875,31521.69921875
23,2021-02-24,48835.085938,49705.332031,63695521388,13597.9697265625,31961.900390625,3925.429931640625,63.220001220703125,1796.4000244140625,48824.425781,54207.320313,57539.945313,13465.2001953125,13533.0498046875,13533.0498046875,3881.3701171875,3876.5,3876.5,31537.400390625,31521.69921875,31521.69921875
24,2021-02-25,49709.082031,47093.851563,54506565949,13119.4296875,31402.0,3829.340087890625,63.52999877929688,1774.4000244140625,49705.332031,48824.425781,54207.320313,13597.9697265625,13465.2001953125,13533.0498046875,3925.429931640625,3881.3701171875,3876.5,31961.900390625,31537.400390625,31521.69921875
25,2021-02-26,47180.464844,46339.761719,350967941479,13192.349609375,30932.400390625,3811.14990234375,61.5,1728.0999755859375,47093.851563,49705.332031,48824.425781,13119.4296875,13597.9697265625,13465.2001953125,3829.340087890625,3925.429931640625,3881.3701171875,31402.0,31961.900390625,31537.400390625
26,2021-02-27,46344.773438,46188.453125,45910946382,13588.830078125,31535.5,3901.820068359375,60.63999938964844,1722.5,46339.761719,47093.851563,49705.332031,13192.349609375,13119.4296875,13597.9697265625,3811.14990234375,3829.340087890625,3925.429931640625,30932.400390625,31402.0,31961.900390625
27,2021-02-28,46194.015625,45137.769531,53443887451,13588.830078125,31535.5,3901.820068359375,60.63999938964844,1722.5,46188.453125,46339.761719,47093.851563,13588.830078125,13192.349609375,13119.4296875,3901.820068359375,3811.14990234375,3829.340087890625,31535.5,30932.400390625,31402.0
28,2021-03-01,45159.503906,49631.242188,53891300112,13588.830078125,31535.5,3901.820068359375,60.63999938964844,1722.5,45137.769531,46188.453125,46339.761719,13588.830078125,13588.830078125,13192.349609375,3901.820068359375,3901.820068359375,3811.14990234375,31535.5,31535.5,30932.400390625
29,2021-03-02,49612.105469,48378.988281,47530897720,13358.7900390625,31391.5,3870.2900390625,59.75,1733.0999755859375,49631.242188,45137.769531,46188.453125,13588.830078125,13588.830078125,13588.830078125,3901.820068359375,3901.820068359375,3901.820068359375,31535.5,31535.5,31535.5
30,2021-03-03,48415.816406,50538.242188,53220811975,12997.75,31270.099609375,3819.719970703125,61.27999877929688,1715.300048828125,48378.988281,49631.242188,45137.769531,13358.7900390625,13588.830078125,13588.830078125,3870.2900390625,3901.820068359375,3901.820068359375,31391.5,31535.5,31535.5
31,2021-03-04,50522.304688,48561.167969,52343816680,12723.4697265625,30924.099609375,3768.469970703125,63.83000183105469,1700.199951171875,50538.242188,48378.988281,49631.242188,12997.75,13358.7900390625,13588.830078125,3819.719970703125,3870.2900390625,3901.820068359375,31270.099609375,31391.5,31535.5
32,2021-03-05,48527.03125,48927.304688,48625928883,12920.150390625,31496.30078125,3841.93994140625,66.08999633789062,1698.0,48561.167969,50538.242188,48378.988281,12723.4697265625,12997.75,13358.7900390625,3768.469970703125,3819.719970703125,3870.2900390625,30924.099609375,31270.099609375,31391.5
33,2021-03-06,48899.230469,48912.382813,34363564661,12609.16015625,31802.400390625,3821.35009765625,65.05000305175781,1677.699951171875,48927.304688,48561.167969,50538.242188,12920.150390625,12723.4697265625,12997.75,3841.93994140625,3768.469970703125,3819.719970703125,31496.30078125,30924.099609375,31270.099609375
34,2021-03-07,48918.679688,51206.691406,43137459378,12609.16015625,31802.400390625,3821.35009765625,65.05000305175781,1677.699951171875,48912.382813,48927.304688,48561.167969,12609.16015625,12920.150390625,12723.4697265625,3821.35009765625,3841.93994140625,3768.469970703125,31802.400390625,31496.30078125,30924.099609375
35,2021-03-08,51174.117188,52246.523438,48597428048,12609.16015625,31802.400390625,3821.35009765625,65.05000305175781,1677.699951171875,51206.691406,48912.382813,48927.304688,12609.16015625,12609.16015625,12920.150390625,3821.35009765625,3821.35009765625,3841.93994140625,31802.400390625,31802.400390625,31496.30078125
36,2021-03-09,52272.96875,54824.117188,50912227385,13073.8203125,31832.69921875,3875.43994140625,64.01000213623047,1716.5999755859375,52246.523438,51206.691406,48912.382813,12609.16015625,12609.16015625,12609.16015625,3821.35009765625,3821.35009765625,3821.35009765625,31802.400390625,31802.400390625,31802.400390625
37,2021-03-10,54824.011719,56008.550781,57295577614,13068.830078125,32297.0,3898.81005859375,64.44000244140625,1721.5,54824.117188,52246.523438,51206.691406,13073.8203125,12609.16015625,12609.16015625,3875.43994140625,3821.35009765625,3821.35009765625,31832.69921875,31802.400390625,31802.400390625
38,2021-03-11,55963.179688,57805.121094,56772343595,13398.669921875,32485.599609375,3939.340087890625,66.0199966430664,1722.300048828125,56008.550781,54824.117188,52246.523438,13068.830078125,13073.8203125,12609.16015625,3898.81005859375,3875.43994140625,3821.35009765625,32297.0,31832.69921875,31802.400390625
39,2021-03-12,57821.21875,57332.089844,55689944702,13319.8603515625,32778.6015625,3943.340087890625,65.61000061035156,1719.5,57805.121094,56008.550781,54824.117188,13398.669921875,13068.830078125,13073.8203125,3939.340087890625,3898.81005859375,3875.43994140625,32485.599609375,32297.0,31832.69921875
40,2021-03-13,57343.371094,61243.085938,60669829814,13459.7099609375,32953.5,3968.93994140625,65.38999938964844,1728.9000244140625,57332.089844,57805.121094,56008.550781,13319.8603515625,13398.669921875,13068.830078125,3943.340087890625,3939.340087890625,3898.81005859375,32778.6015625,32485.599609375,32297.0
41,2021-03-14,61221.132813,59302.316406,43901225564,13459.7099609375,32953.5,3968.93994140625,65.38999938964844,1728.9000244140625,61243.085938,57332.089844,57805.121094,13459.7099609375,13319.8603515625,13398.669921875,3968.93994140625,3943.340087890625,3939.340087890625,32953.5,32778.6015625,32485.599609375
42,2021-03-15,59267.429688,55907.199219,66419369890,13459.7099609375,32953.5,3968.93994140625,65.38999938964844,1728.9000244140625,59302.316406,61243.085938,57332.089844,13459.7099609375,13459.7099609375,13319.8603515625,3968.93994140625,3968.93994140625,3943.340087890625,32953.5,32953.5,32778.6015625
43,2021-03-16,55840.785156,56804.902344,59749798599,13471.5703125,32825.8984375,3962.7099609375,64.80000305175781,1730.5999755859375,55907.199219,59302.316406,61243.085938,13459.7099609375,13459.7099609375,13459.7099609375,3968.93994140625,3968.93994140625,3968.93994140625,32953.5,32953.5,32953.5
44,2021-03-17,56825.828125,58870.894531,60258313191,13525.2001953125,33015.3984375,3974.1201171875,64.5999984741211,1726.800048828125,56804.902344,55907.199219,59302.316406,13471.5703125,13459.7099609375,13459.7099609375,3962.7099609375,3968.93994140625,3968.93994140625,32825.8984375,32953.5,32953.5
45,2021-03-18,58893.078125,57858.921875,55746041000,13116.169921875,32862.30078125,3915.4599609375,60.0,1732.199951171875,58870.894531,56804.902344,55907.199219,13525.2001953125,13471.5703125,13459.7099609375,3974.1201171875,3962.7099609375,3968.93994140625,33015.3984375,32825.8984375,32953.5
46,2021-03-19,57850.441406,58346.652344,49063873786,13215.240234375,32628.0,3913.10009765625,61.41999816894531,1741.4000244140625,57858.921875,58870.894531,56804.902344,13116.169921875,13525.2001953125,13471.5703125,3915.4599609375,3974.1201171875,3962.7099609375,32862.30078125,33015.3984375,32825.8984375
47,2021-03-20,58332.261719,58313.644531,50361731222,13377.5400390625,32731.19921875,3940.590087890625,61.54999923706055,1737.800048828125,58346.652344,57858.921875,58870.894531,13215.240234375,13116.169921875,13525.2001953125,3913.10009765625,3915.4599609375,3974.1201171875,32628.0,32862.30078125,33015.3984375
48,2021-03-21,58309.914063,57523.421875,51943414539,13377.5400390625,32731.19921875,3940.590087890625,61.54999923706055,1737.800048828125,58313.644531,58346.652344,57858.921875,13377.5400390625,13215.240234375,13116.169921875,3940.590087890625,3913.10009765625,3915.4599609375,32731.19921875,32628.0,32862.30078125
