Date,btc_open,btc_close,nasdaq_close,nyse_close,sp_close
2021-04-14,63523.753906,63109.695313,13857.83984375,16000.150390625,4124.66015625
2021-04-15,63075.195313,63314.011719,14038.759765625,16116.849609375,4170.419921875
2021-04-16,63258.503906,61572.789063,14052.33984375,16186.2900390625,4185.47021484375
2021-04-17,61529.921875,60683.820313,,,
2021-04-18,60701.886719,56216.183594,,,
2021-04-19,56191.585938,55724.265625,13914.76953125,16107.5595703125,4163.259765625
2021-04-20,55681.792969,56473.03125,13786.26953125,15944.6103515625,4134.93994140625
2021-04-21,56471.128906,53906.089844,13950.2197265625,16121.6103515625,4173.419921875
2021-04-22,53857.105469,51762.273438,13818.41015625,16030.6201171875,4134.97998046875
2021-04-23,51739.808594,51093.652344,14016.8095703125,16206.0,4180.169921875
2021-04-24,51143.226563,50050.867188,,,
2021-04-25,50052.832031,49004.253906,,,
2021-04-26,49077.792969,54021.753906,14138.7802734375,16241.2099609375,4187.6201171875
2021-04-27,54030.304688,55033.117188,14090.2197265625,16273.3095703125,4186.72021484375
2021-04-28,55036.636719,54824.703125,14051.0302734375,16322.1298828125,4183.18017578125
2021-04-29,54858.089844,53555.109375,14082.5498046875,16376.0,4211.47021484375
2021-04-30,53568.664063,57750.175781,13962.6796875,16219.330078125,4181.169921875
2021-05-01,57714.664063,57828.050781,,,
2021-05-02,57825.863281,56631.078125,,,
2021-05-03,56620.273438,57200.292969,13895.1201171875,16325.240234375,4192.66015625
2021-05-04,57214.179688,53333.539063,13633.5,16289.26953125,4164.66015625
2021-05-05,53252.164063,57424.007813,13582.419921875,16348.41015625,4167.58984375
2021-05-06,57441.308594,56396.515625,13632.83984375,16459.599609375,4201.6201171875
2021-05-07,56413.953125,57356.402344,13752.240234375,16590.4296875,4232.60009765625
2021-05-08,57352.765625,58803.777344,,,
2021-05-09,58877.390625,58232.316406,,,
2021-05-10,58250.871094,55859.796875,13401.8603515625,16516.830078125,4188.43017578125
2021-05-11,55847.242188,56704.574219,13389.4296875,16355.6201171875,4152.10009765625
2021-05-12,56714.53125,49150.535156,13031.6796875,16042.9697265625,4063.0400390625
2021-05-13,49735.433594,49716.191406,13124.990234375,16181.6298828125,4112.5
2021-05-14,49682.980469,49880.535156,13429.98046875,16415.359375,4173.85009765625
2021-05-15,49855.496094,46760.1875,,,
2021-05-16,46716.636719,46456.058594,,,
2021-05-17,46415.898438,43537.511719,13379.0498046875,16422.9609375,4163.2900390625
2021-05-18,43488.058594,42909.402344,13303.6396484375,16337.73046875,4127.830078125
2021-05-19,42944.976563,37002.441406,13299.740234375,16233.3203125,4115.68017578125
2021-05-20,36753.667969,40782.738281,13535.740234375,16350.4501953125,4159.1201171875
2021-05-21,40596.949219,37304.691406,13470.990234375,16375.0,4155.85986328125
2021-05-22,37371.03125,37536.632813,,,
2021-05-23,37531.449219,34770.582031,,,
2021-05-24,34700.363281,38705.980469,13661.169921875,16464.689453125,4197.0498046875
2021-05-25,38795.78125,38402.222656,13657.169921875,16390.189453125,4188.1298828125
2021-05-26,38392.625,39294.199219,13738.0,16451.9609375,4195.990234375
2021-05-27,39316.890625,38436.96875,13736.2802734375,16531.94921875,4200.8798828125
2021-05-28,38507.082031,35697.605469,13748.740234375,16555.66015625,4204.10986328125
2021-05-29,35684.15625,34616.066406,,,
2021-05-30,34607.40625,35678.128906,,,
2021-05-31,35658.59375,37332.855469,,,
2021-06-01,37293.792969,36684.925781,13736.48046875,16643.3203125,4202.0400390625
2021-06-02,36699.921875,37575.179688,13756.330078125,16673.9609375,4208.1201171875
2021-06-03,37599.410156,39208.765625,13614.509765625,16632.33984375,4192.85009765625
2021-06-04,39242.484375,36894.40625,13814.490234375,16708.740234375,4229.89013671875
2021-06-05,36880.15625,35551.957031,,,
2021-06-06,35538.609375,35862.378906,,,
2021-06-07,35835.265625,33560.707031,13881.7197265625,16709.30078125,4226.52001953125
2021-06-08,33589.519531,33472.632813,13924.91015625,16685.48046875,4227.259765625
2021-06-09,33416.976563,37345.121094,13911.75,16620.0,4219.5498046875
2021-06-10,37389.515625,36702.597656,14020.330078125,16651.4296875,4239.18017578125
2021-06-11,36697.03125,37334.398438,14069.419921875,16694.9296875,4247.43994140625
2021-06-12,37340.144531,35552.515625,,,
2021-06-13,35555.789063,39097.859375,,,
2021-06-14,39016.96875,40218.476563,14174.1396484375,16662.419921875,4255.14990234375
2021-06-15,40427.167969,40406.269531,14072.8603515625,16655.810546875,4246.58984375
2021-06-16,40168.691406,38347.0625,14039.6796875,16542.759765625,4223.7001953125
2021-06-17,38341.421875,38053.503906,14161.349609375,16411.650390625,4221.85986328125
2021-06-18,38099.476563,35787.246094,14030.3798828125,16143.9501953125,4166.4501953125
2021-06-19,35854.527344,35615.871094,,,
2021-06-20,35563.140625,35698.296875,,,
2021-06-21,35641.144531,31676.693359,14141.48046875,16411.98046875,4224.7900390625
2021-06-22,31622.376953,32505.660156,14253.26953125,16449.009765625,4246.43994140625
2021-06-23,32515.714844,33723.027344,14271.73046875,16437.630859375,4241.83984375
2021-06-24,33682.800781,34662.4375,14369.7099609375,16558.619140625,4266.490234375
2021-06-25,34659.105469,31637.779297,14360.3896484375,16658.7890625,4280.7001953125
2021-06-26,31594.664063,32186.277344,,,
2021-06-27,32287.523438,34649.644531,,,
2021-06-28,34679.121094,34434.335938,14500.509765625,16573.720703125,4290.60986328125
2021-06-29,34475.558594,35867.777344,14528.330078125,16547.5703125,4291.7998046875
2021-06-30,35908.386719,35040.835938,14503.9501953125,16555.349609375,4297.5
2021-07-01,35035.984375,33572.117188,14522.3798828125,16640.9609375,4319.93994140625
2021-07-02,33549.601563,33897.046875,14639.330078125,16674.849609375,4352.33984375
2021-07-03,33854.421875,34668.546875,,,
2021-07-04,34665.566406,35287.78125,,,
2021-07-05,35284.34375,33746.003906,,,
2021-07-06,33723.507813,34235.195313,14663.6396484375,16542.75,4343.5400390625
2021-07-07,34225.679688,33855.328125,14665.0595703125,16559.310546875,4358.1298828125
2021-07-08,33889.605469,32877.371094,14559.7802734375,16359.7001953125,4320.81982421875
2021-07-09,32861.671875,33798.011719,14701.919921875,16633.30078125,4369.5498046875
2021-07-10,33811.242188,33520.519531,,,
2021-07-11,33509.078125,34240.1875,,,
2021-07-12,34254.015625,33155.847656,14733.240234375,16673.140625,4384.6298828125
2021-07-13,33125.46875,32702.025391,14677.650390625,16575.76953125,4369.2099609375
2021-07-14,32723.845703,32822.347656,14644.9501953125,16543.779296875,4374.2998046875
2021-07-15,32827.875,31780.730469,14543.1298828125,16499.060546875,4360.02978515625
2021-07-16,31841.550781,31421.539063,14427.240234375,16364.66015625,4327.16015625
2021-07-17,31397.308594,31533.068359,,,
2021-07-18,31533.884766,31796.810547,,,
2021-07-19,31800.011719,30817.832031,14274.98046875,16052.7099609375,4258.490234375
2021-07-20,30838.285156,29807.347656,14498.8798828125,16321.9404296875,4323.06005859375
2021-07-21,29796.285156,32110.693359,14631.9501953125,16503.470703125,4358.68994140625
2021-07-22,32138.873047,32313.105469,14684.599609375,16455.919921875,4367.47998046875
2021-07-23,32305.958984,33581.550781,14836.990234375,16552.380859375,4411.7900390625
2021-07-24,33593.730469,34292.445313,,,
2021-07-25,34290.292969,35350.1875,,,
2021-07-26,35384.03125,37337.535156,14840.7099609375,16565.310546875,4422.2998046875
2021-07-27,37276.035156,39406.941406,14660.580078125,16520.9609375,4401.4599609375
2021-07-28,39503.1875,39995.90625,14762.580078125,16573.560546875,4400.64013671875
2021-07-29,39995.453125,40008.421875,14778.259765625,16697.140625,4419.14990234375
2021-07-30,40027.484375,42235.546875,14672.6796875,16602.2890625,4395.259765625
2021-07-31,42196.304688,41626.195313,,,
2021-08-01,41460.84375,39974.894531,,,
2021-08-02,39907.261719,39201.945313,14681.0703125,16576.2109375,4387.16015625
2021-08-03,39178.402344,38152.980469,14761.2900390625,16713.4609375,4423.14990234375
2021-08-04,38213.332031,39747.503906,14780.5302734375,16594.48046875,4402.66015625
2021-08-05,39744.515625,40869.554688,14895.1201171875,16695.5,4429.10009765625
2021-08-06,40865.867188,42816.5,14835.759765625,16748.080078125,4436.52001953125
2021-08-07,42832.796875,44555.800781,,,
2021-08-08,44574.4375,43798.117188,,,
2021-08-09,43791.925781,46365.402344,14860.1796875,16726.94921875,4432.35009765625
2021-08-10,46280.847656,45585.03125,14788.08984375,16792.779296875,4436.75
2021-08-11,45599.703125,45593.636719,14765.1396484375,16875.390625,4442.41015625
2021-08-12,45576.878906,44428.289063,14816.259765625,16871.119140625,4460.830078125
2021-08-13,44439.691406,47793.320313,14822.900390625,16868.109375,4468.0
2021-08-14,47810.6875,47096.945313,,,
2021-08-15,47096.667969,47047.003906,,,
2021-08-16,47019.960938,46004.484375,14793.759765625,16836.740234375,4479.7099609375
2021-08-17,45936.457031,44695.359375,14656.1796875,16707.130859375,4448.080078125
2021-08-18,44686.75,44801.1875,14525.91015625,16550.33984375,4400.27001953125
2021-08-19,44741.882813,46717.578125,14541.7900390625,16429.140625,4405.7998046875
2021-08-20,46723.121094,49339.175781,14714.66015625,16516.6796875,4441.669921875
2021-08-21,49327.074219,48905.492188,,,
2021-08-22,48869.105469,49321.652344,,,
2021-08-23,49291.675781,49546.148438,14942.650390625,16648.55078125,4479.52978515625
2021-08-24,49562.347656,47706.117188,15019.7998046875,16741.16015625,4486.22998046875
2021-08-25,47727.257813,48960.789063,15041.8603515625,16812.83984375,4496.18994140625
2021-08-26,49002.640625,46942.21875,14945.8095703125,16694.3203125,4470.0
2021-08-27,46894.554688,49058.667969,15129.5,16844.75,4509.3701171875
2021-08-28,49072.585938,48902.402344,,,
2021-08-29,48911.25,48829.832031,,,
2021-08-30,48834.851563,47054.984375,15265.8896484375,16819.630859375,4528.7900390625
2021-08-31,47024.339844,47166.6875,15259.240234375,16806.439453125,4522.68017578125
2021-09-01,47099.773438,48847.027344,15309.3798828125,16845.990234375,4524.08984375
2021-09-02,48807.847656,49327.722656,15331.1796875,16926.720703125,4536.9501953125
2021-09-03,49288.25,50025.375,15363.51953125,16909.720703125,4535.43017578125
2021-09-04,50009.324219,49944.625,,,
2021-09-05,49937.859375,51753.410156,,,
2021-09-06,51769.003906,52633.535156,,,
2021-09-07,52660.480469,46811.128906,15374.330078125,16801.1796875,4520.02978515625
2021-09-08,46827.761719,46091.390625,15286.6396484375,16731.0390625,4514.06982421875
2021-09-09,45774.742188,46391.421875,15248.25,16663.119140625,4493.27978515625
2021-09-10,46396.664063,44883.910156,15115.490234375,16563.48046875,4458.580078125
2021-09-11,44869.839844,45201.457031,,,
2021-09-12,45206.628906,46063.269531,,,
2021-09-13,46057.214844,44963.074219,15105.580078125,16635.390625,4468.72998046875
2021-09-14,44960.050781,47092.492188,15037.759765625,16497.23046875,4443.0498046875
2021-09-15,47098.0,48176.347656,15161.5302734375,16626.880859375,4480.7001953125
2021-09-16,48158.90625,47783.359375,15181.919921875,16576.76953125,4473.75
2021-09-17,47771.003906,47267.519531,15043.9697265625,16460.349609375,4432.990234375
2021-09-18,47273.527344,48278.363281,,,
2021-09-19,48268.855469,47260.21875,,,
2021-09-20,47261.40625,42843.800781,14713.900390625,16168.169921875,4357.72998046875
2021-09-21,43012.234375,40693.675781,14746.400390625,16184.5,4354.18994140625
2021-09-22,40677.953125,43574.507813,14896.849609375,16352.1796875,4395.64013671875
2021-09-23,43560.296875,44895.097656,15052.240234375,16567.259765625,4448.97998046875
2021-09-24,44894.300781,42839.75,15047.7001953125,16539.150390625,4455.47998046875
2021-09-25,42840.890625,42716.59375,,,
2021-09-26,42721.628906,43208.539063,,,
2021-09-27,43234.183594,42235.730469,14969.9697265625,16599.7890625,4443.10986328125
2021-09-28,42200.898438,41034.542969,14546.6796875,16328.7802734375,4352.6298828125
2021-09-29,41064.984375,41564.363281,14512.4404296875,16344.8896484375,4359.4599609375
2021-09-30,41551.269531,43790.894531,14448.580078125,16144.919921875,4307.5400390625
2021-10-01,43816.742188,48116.941406,14566.7001953125,16323.740234375,4357.0400390625
2021-10-02,48137.46875,47711.488281,,,
2021-10-03,47680.027344,48199.953125,,,
2021-10-04,48208.90625,49112.902344,14255.48046875,16198.5595703125,4300.4599609375
2021-10-05,49174.960938,51514.8125,14433.830078125,16327.08984375,4345.72021484375
2021-10-06,51486.664063,55361.449219,14501.91015625,16338.4599609375,4363.5498046875
2021-10-07,55338.625,53805.984375,14654.01953125,16511.810546875,4399.759765625
2021-10-08,53802.144531,53967.847656,14579.5400390625,16517.23046875,4391.33984375
2021-10-09,53929.78125,54968.222656,,,
2021-10-10,54952.820313,54771.578125,,,
2021-10-11,54734.125,57484.789063,14486.2001953125,16430.0703125,4361.18994140625
2021-10-12,57526.832031,56041.058594,14465.919921875,16441.75,4350.64990234375
2021-10-13,56038.257813,57401.097656,14571.6396484375,16513.16015625,4363.7998046875
2021-10-14,57372.832031,57321.523438,14823.4296875,16744.2890625,4438.259765625
2021-10-15,57345.902344,61593.949219,14897.33984375,16871.740234375,4471.3701171875
2021-10-16,61609.527344,60892.179688,,,
2021-10-17,60887.652344,61553.617188,,,
2021-10-18,61548.804688,62026.078125,15021.8095703125,16862.0,4486.4599609375
2021-10-19,62043.164063,64261.992188,15129.08984375,16988.16015625,4519.6298828125
2021-10-20,64284.585938,65992.835938,15121.6796875,17099.2109375,4536.18994140625
2021-10-21,66002.234375,62210.171875,15215.7001953125,17083.150390625,4549.77978515625
2021-10-22,62237.890625,60692.265625,15090.2001953125,17122.240234375,4544.89990234375
2021-10-23,60694.628906,61393.617188,,,
2021-10-24,61368.34375,60930.835938,,,
2021-10-25,60893.925781,63039.824219,15226.7099609375,17169.0703125,4566.47998046875
2021-10-26,63032.761719,60363.792969,15235.7099609375,17145.150390625,4574.7900390625
2021-10-27,60352.0,58482.386719,15235.83984375,16920.380859375,4551.68017578125
2021-10-28,58470.730469,60622.136719,15448.1201171875,17077.0,4596.419921875
2021-10-29,60624.871094,62227.964844,15498.3896484375,17016.41015625,4605.3798828125
2021-10-30,62239.363281,61888.832031,,,
2021-10-31,61850.488281,61318.957031,,,
2021-11-01,61320.449219,61004.40625,15595.919921875,17131.080078125,4613.669921875
2021-11-02,60963.253906,63226.402344,15649.599609375,17115.169921875,4630.64990234375
2021-11-03,63254.335938,62970.046875,15811.580078125,17209.75,4660.56982421875
2021-11-04,62941.804688,61452.230469,15940.3095703125,17168.869140625,4680.06005859375
2021-11-05,61460.078125,61125.675781,15971.58984375,17242.359375,4697.52978515625
2021-11-06,61068.875,61527.480469,,,
2021-11-07,61554.921875,63326.988281,,,
2021-11-08,63344.066406,67566.828125,15982.3603515625,17310.509765625,4701.7001953125
2021-11-09,67549.734375,66971.828125,15886.5400390625,17286.91015625,4685.25
2021-11-10,66953.335938,64995.230469,15622.7099609375,17192.029296875,4646.7099609375
2021-11-11,64978.890625,64949.960938,15704.2802734375,17220.41015625,4649.27001953125
2021-11-12,64863.980469,64155.941406,15860.9599609375,17297.66015625,4682.85009765625
2021-11-13,64158.121094,64469.527344,,,
2021-11-14,64455.371094,65466.839844,,,
2021-11-15,65521.289063,63557.871094,15853.849609375,17285.55078125,4682.7998046875
2021-11-16,63721.195313,60161.246094,15973.8603515625,17302.7890625,4700.89990234375
2021-11-17,60139.621094,60368.011719,15921.5703125,17192.66015625,4688.669921875
2021-11-18,60360.136719,56942.136719,15993.7099609375,17117.740234375,4704.5400390625
2021-11-19,56896.128906,58119.578125,16057.4404296875,16973.9609375,4697.9599609375
2021-11-20,58115.082031,59697.195313,,,
2021-11-21,59730.507813,58730.476563,,,
2021-11-22,58706.847656,56289.289063,15854.759765625,16945.779296875,4682.93994140625
2021-11-23,56304.554688,57569.074219,15775.1396484375,17007.900390625,4690.7001953125
2021-11-24,57565.851563,56280.425781,15845.23046875,17036.810546875,4701.4599609375
2021-11-25,57165.417969,57274.679688,,,
2021-11-26,58960.285156,53569.765625,15491.66015625,16624.869140625,4594.6201171875
2021-11-27,53736.429688,54815.078125,,,
2021-11-28,54813.023438,57248.457031,,,
2021-11-29,57291.90625,57806.566406,15782.830078125,16683.98046875,4655.27001953125
2021-11-30,57830.113281,57005.425781,15537.6904296875,16318.9697265625,4567.0
2021-12-01,56907.964844,57229.828125,15254.0498046875,16133.8896484375,4513.0400390625
2021-12-02,57217.371094,56477.816406,15381.3203125,16475.25,4577.10009765625
2021-12-03,56509.164063,53598.246094,15085.4697265625,16347.8701171875,4538.43017578125
2021-12-04,53727.878906,49200.703125,,,
2021-12-05,49201.519531,49368.847656,,,
2021-12-06,49413.480469,50582.625,15225.150390625,16591.970703125,4591.669921875
2021-12-07,50581.828125,50700.085938,15686.919921875,16853.5703125,4686.75
2021-12-08,50667.648438,50504.796875,15786.990234375,16899.919921875,4701.2099609375
2021-12-09,50450.082031,47672.121094,15517.3701171875,16780.470703125,4667.4501953125
2021-12-10,47642.144531,47243.304688,15630.599609375,16856.630859375,4712.02001953125
2021-12-11,47264.632813,49362.507813,,,
2021-12-12,49354.855469,50098.335938,,,
2021-12-13,50114.742188,46737.480469,15413.2802734375,16719.5703125,4668.97021484375
2021-12-14,46709.824219,46612.632813,15237.6396484375,16652.580078125,4634.08984375
2021-12-15,48379.753906,48896.722656,15565.580078125,16813.5703125,4709.85009765625
2021-12-16,48900.464844,47665.425781,15180.4296875,16849.08984375,4668.669921875
2021-12-17,47653.730469,46202.144531,15169.6796875,16668.640625,4620.64013671875
2021-12-18,46219.253906,46848.777344,,,
2021-12-19,46853.867188,46707.015625,,,
2021-12-20,46707.0625,46880.277344,14980.9404296875,16442.310546875,4568.02001953125
2021-12-21,46886.078125,48936.613281,15341.08984375,16744.26953125,4649.22998046875
2021-12-22,48937.097656,48628.511719,15521.8896484375,16874.880859375,4696.56005859375
2021-12-23,48626.34375,50784.539063,15653.3701171875,16963.439453125,4725.7900390625
2021-12-24,50806.050781,50822.195313,,,
2021-12-25,50854.917969,50429.859375,,,
2021-12-26,50428.691406,50809.515625,,,
2021-12-27,50802.609375,50640.417969,15871.259765625,17141.08984375,4791.18994140625
2021-12-28,50679.859375,47588.855469,15781.7197265625,17134.16015625,4786.35009765625
2021-12-29,47623.871094,46444.710938,15766.2197265625,17149.9296875,4793.06005859375
2021-12-30,46490.605469,47178.125,15741.5595703125,17164.240234375,4778.72998046875
2021-12-31,47169.371094,46306.445313,15644.9697265625,17164.130859375,4766.18017578125
2022-01-01,46311.746094,47686.8125,,,
2022-01-02,47680.925781,47345.21875,,,
2022-01-03,47343.542969,46458.117188,15832.7998046875,17226.099609375,4796.56005859375
2022-01-04,46458.851563,45897.574219,15622.7197265625,17336.759765625,4793.5400390625
2022-01-05,45899.359375,43569.003906,15100.169921875,17112.599609375,4700.580078125
2022-01-06,43565.511719,43160.929688,15080.8603515625,17156.51953125,4696.0498046875
2022-01-07,43153.570313,41557.902344,14935.900390625,17166.279296875,4677.02978515625
2022-01-08,41561.464844,41733.941406,,,
2022-01-09,41734.726563,41911.601563,,,
2022-01-10,41910.230469,41821.261719,14942.830078125,17119.560546875,4670.2900390625
2022-01-11,41819.507813,42735.855469,15153.4501953125,17294.5390625,4713.06982421875
2022-01-12,42742.179688,43949.101563,15188.3896484375,17353.759765625,4726.35009765625
2022-01-13,43946.742188,42591.570313,14806.8095703125,17259.01953125,4659.02978515625
2022-01-14,42598.871094,43099.699219,14893.75,17219.060546875,4662.85009765625
2022-01-15,43101.898438,43177.398438,,,
2022-01-16,43172.039063,43113.878906,,,
2022-01-17,43118.121094,42250.550781,,,
2022-01-18,42250.074219,42375.632813,14506.900390625,16950.91015625,4577.10986328125
2022-01-19,42374.039063,41744.328125,14340.259765625,16818.98046875,4532.759765625
2022-01-20,41744.027344,40680.417969,14154.01953125,16663.76953125,4482.72998046875
2022-01-21,40699.605469,36457.316406,13768.919921875,16397.33984375,4397.93994140625
2022-01-22,36471.589844,35030.25,,,
2022-01-23,35047.359375,36276.804688,,,
2022-01-24,36275.734375,36654.328125,13855.1298828125,16413.970703125,4410.1298828125
2022-01-25,36654.804688,36954.003906,13539.2900390625,16340.3203125,4356.4501953125
2022-01-26,36950.515625,36852.121094,13542.1201171875,16236.509765625,4349.93017578125
2022-01-27,36841.878906,37138.234375,13352.7802734375,16152.1201171875,4326.509765625
2022-01-28,37128.445313,37784.332031,13770.5703125,16397.859375,4431.85009765625
2022-01-29,37780.714844,38138.179688,,,
2022-01-30,38151.917969,37917.601563,,,
2022-01-31,37920.28125,38483.125,14239.8798828125,16659.76953125,4515.5498046875
