date,btc_open,btc_close,btc_volume,nasdaq_close,nyse_close,sp_close
2021-03-10,54824.011719,56008.550781,57295577614,13068.830078125,15521.83984375,3898.81005859375
2021-03-11,55963.179688,57805.121094,56772343595,13398.669921875,15648.0,3939.340087890625
2021-03-12,57821.21875,57332.089844,55689944702,13319.8603515625,15715.2099609375,3943.340087890625
2021-03-13,57343.371094,61243.085938,60669829814,,,
2021-03-14,61221.132813,59302.316406,43901225564,,,
2021-03-15,59267.429688,55907.199219,66419369890,13459.7099609375,15775.5,3968.93994140625
2021-03-16,55840.785156,56804.902344,59749798599,13471.5703125,15669.2998046875,3962.7099609375
2021-03-17,56825.828125,58870.894531,60258313191,13525.2001953125,15731.150390625,3974.1201171875
2021-03-18,58893.078125,57858.921875,55746041000,13116.169921875,15589.08984375,3915.4599609375
2021-03-19,57850.441406,58346.652344,49063873786,13215.240234375,15562.259765625,3913.10009765625
2021-03-20,58332.261719,58313.644531,50361731222,,,
2021-03-21,58309.914063,57523.421875,51943414539,,,
2021-03-22,57517.890625,54529.144531,56521454974,13377.5400390625,15551.5595703125,3940.590087890625
2021-03-23,54511.660156,54738.945313,56435023914,13227.7001953125,15346.5302734375,3910.52001953125
2021-03-24,54710.488281,52774.265625,70567223787,12961.8896484375,15276.5595703125,3889.139892578125
2021-03-25,52726.746094,51704.160156,67999812841,12977.6796875,15410.3701171875,3909.52001953125
2021-03-26,51683.011719,55137.3125,56652197978,13138.73046875,15682.5400390625,3974.5400390625
2021-03-27,55137.566406,55973.511719,47266542233,,,
2021-03-28,55974.941406,55950.746094,47686580918,,,
2021-03-29,55947.898438,57750.199219,57625587027,13059.650390625,15611.8798828125,3971.090087890625
2021-03-30,57750.132813,58917.691406,54414116432,13045.3896484375,15626.1103515625,3958.550048828125
2021-03-31,58930.277344,58918.832031,65520826225,13246.8701171875,15601.740234375,3972.889892578125
2021-04-01,58926.5625,59095.808594,61669163792,13480.1103515625,15751.7001953125,4019.8701171875
2021-04-02,59098.878906,59384.3125,58727860620,,,
2021-04-03,59397.410156,57603.890625,59641344484,,,
2021-04-04,57604.839844,58758.554688,50749662970,,,
2021-04-05,58760.875,59057.878906,60706272115,13705.58984375,15870.33984375,4077.909912109375
2021-04-06,59171.933594,58192.359375,66058027988,13698.3798828125,15877.9599609375,4073.93994140625
2021-04-07,58186.507813,56048.9375,75645303584,13688.83984375,15838.849609375,4079.949951171875
2021-04-08,56099.914063,58323.953125,53053855641,13829.3095703125,15886.5595703125,4097.169921875
2021-04-09,58326.5625,58245.003906,46655208546,13900.1904296875,15956.3701171875,4128.7998046875
2021-04-10,58253.777344,59793.234375,58238470525,,,
2021-04-11,59846.230469,60204.964844,46280252580,,,
2021-04-12,60175.945313,59893.453125,51828688519,13850.0,15977.4599609375,4127.990234375
2021-04-13,59890.019531,63503.457031,69983454362,13996.099609375,15962.33984375,4141.58984375
2021-04-14,63523.753906,63109.695313,77451779687,13857.83984375,16000.150390625,4124.66015625
2021-04-15,63075.195313,63314.011719,60954381579,14038.759765625,16116.849609375,4170.419921875
2021-04-16,63258.503906,61572.789063,84293007468,14052.33984375,16186.2900390625,4185.47021484375
2021-04-17,61529.921875,60683.820313,66138759198,,,
2021-04-18,60701.886719,56216.183594,97468872758,,,
2021-04-19,56191.585938,55724.265625,65344865159,13914.76953125,16107.5595703125,4163.259765625
2021-04-20,55681.792969,56473.03125,67849323955,13786.26953125,15944.6103515625,4134.93994140625
2021-04-21,56471.128906,53906.089844,54926612466,13950.2197265625,16121.6103515625,4173.419921875
2021-04-22,53857.105469,51762.273438,74798630778,13818.41015625,16030.6201171875,4134.97998046875
2021-04-23,51739.808594,51093.652344,86668667320,14016.8095703125,16206.0,4180.169921875
2021-04-24,51143.226563,50050.867188,49014494781,,,
2021-04-25,50052.832031,49004.253906,46117114240,,,
2021-04-26,49077.792969,54021.753906,58284039825,14138.7802734375,16241.2099609375,4187.6201171875
2021-04-27,54030.304688,55033.117188,49448222757,14090.2197265625,16273.3095703125,4186.72021484375
2021-04-28,55036.636719,54824.703125,48000572955,14051.0302734375,16322.1298828125,4183.18017578125
2021-04-29,54858.089844,53555.109375,46088929780,14082.5498046875,16376.0,4211.47021484375
2021-04-30,53568.664063,57750.175781,52395931985,13962.6796875,16219.330078125,4181.169921875
2021-05-01,57714.664063,57828.050781,42836427360,,,
2021-05-02,57825.863281,56631.078125,38177405335,,,
2021-05-03,56620.273438,57200.292969,51713139031,13895.1201171875,16325.240234375,4192.66015625
2021-05-04,57214.179688,53333.539063,68564706967,13633.5,16289.26953125,4164.66015625
2021-05-05,53252.164063,57424.007813,69241316747,13582.419921875,16348.41015625,4167.58984375
2021-05-06,57441.308594,56396.515625,69523285106,13632.83984375,16459.599609375,4201.6201171875
2021-05-07,56413.953125,57356.402344,68434023376,13752.240234375,16590.4296875,4232.60009765625
2021-05-08,57352.765625,58803.777344,65382980634,,,
2021-05-09,58877.390625,58232.316406,65906690347,,,
2021-05-10,58250.871094,55859.796875,71776546298,13401.8603515625,16516.830078125,4188.43017578125
2021-05-11,55847.242188,56704.574219,61308396325,13389.4296875,16355.6201171875,4152.10009765625
2021-05-12,56714.53125,49150.535156,75215403907,13031.6796875,16042.9697265625,4063.0400390625
2021-05-13,49735.433594,49716.191406,96721152926,13124.990234375,16181.6298828125,4112.5
2021-05-14,49682.980469,49880.535156,55737497453,13429.98046875,16415.359375,4173.85009765625
2021-05-15,49855.496094,46760.1875,59161047474,,,
2021-05-16,46716.636719,46456.058594,64047871555,,,
2021-05-17,46415.898438,43537.511719,74903638450,13379.0498046875,16422.9609375,4163.2900390625
2021-05-18,43488.058594,42909.402344,56187365084,13303.6396484375,16337.73046875,4127.830078125
2021-05-19,42944.976563,37002.441406,126358098747,13299.740234375,16233.3203125,4115.68017578125
2021-05-20,36753.667969,40782.738281,88281943359,13535.740234375,16350.4501953125,4159.1201171875
2021-05-21,40596.949219,37304.691406,82051616861,13470.990234375,16375.0,4155.85986328125
2021-05-22,37371.03125,37536.632813,57377273240,,,
2021-05-23,37531.449219,34770.582031,78469274361,,,
2021-05-24,34700.363281,38705.980469,67359584098,13661.169921875,16464.689453125,4197.0498046875
2021-05-25,38795.78125,38402.222656,56211915803,13657.169921875,16390.189453125,4188.1298828125
2021-05-26,38392.625,39294.199219,51346735160,13738.0,16451.9609375,4195.990234375
2021-05-27,39316.890625,38436.96875,43210968721,13736.2802734375,16531.94921875,4200.8798828125
2021-05-28,38507.082031,35697.605469,55200191952,13748.740234375,16555.66015625,4204.10986328125
2021-05-29,35684.15625,34616.066406,45231013335,,,
2021-05-30,34607.40625,35678.128906,31646080921,,,
2021-05-31,35658.59375,37332.855469,39009847639,,,
2021-06-01,37293.792969,36684.925781,34639423297,13736.48046875,16643.3203125,4202.0400390625
2021-06-02,36699.921875,37575.179688,33070867190,13756.330078125,16673.9609375,4208.1201171875
2021-06-03,37599.410156,39208.765625,35460750427,13614.509765625,16632.33984375,4192.85009765625
2021-06-04,39242.484375,36894.40625,41831090187,13814.490234375,16708.740234375,4229.89013671875
2021-06-05,36880.15625,35551.957031,35959473399,,,
2021-06-06,35538.609375,35862.378906,28913440585,,,
2021-06-07,35835.265625,33560.707031,33683936663,13881.7197265625,16709.30078125,4226.52001953125
2021-06-08,33589.519531,33472.632813,49902050442,13924.91015625,16685.48046875,4227.259765625
2021-06-09,33416.976563,37345.121094,53972919008,13911.75,16620.0,4219.5498046875
2021-06-10,37389.515625,36702.597656,43576032854,14020.330078125,16651.4296875,4239.18017578125
2021-06-11,36697.03125,37334.398438,38699736985,14069.419921875,16694.9296875,4247.43994140625
2021-06-12,37340.144531,35552.515625,37924228550,,,
2021-06-13,35555.789063,39097.859375,40669112838,,,
2021-06-14,39016.96875,40218.476563,43148914673,14174.1396484375,16662.419921875,4255.14990234375
2021-06-15,40427.167969,40406.269531,46420149185,14072.8603515625,16655.810546875,4246.58984375
2021-06-16,40168.691406,38347.0625,39211635100,14039.6796875,16542.759765625,4223.7001953125
2021-06-17,38341.421875,38053.503906,37096670047,14161.349609375,16411.650390625,4221.85986328125
2021-06-18,38099.476563,35787.246094,36200887275,14030.3798828125,16143.9501953125,4166.4501953125
2021-06-19,35854.527344,35615.871094,31207279719,,,
2021-06-20,35563.140625,35698.296875,36664034054,,,
2021-06-21,35641.144531,31676.693359,52809038594,14141.48046875,16411.98046875,4224.7900390625
2021-06-22,31622.376953,32505.660156,58964353058,14253.26953125,16449.009765625,4246.43994140625
2021-06-23,32515.714844,33723.027344,46317108925,14271.73046875,16437.630859375,4241.83984375
2021-06-24,33682.800781,34662.4375,33123368116,14369.7099609375,16558.619140625,4266.490234375
2021-06-25,34659.105469,31637.779297,40230904226,14360.3896484375,16658.7890625,4280.7001953125
2021-06-26,31594.664063,32186.277344,38585385521,,,
2021-06-27,32287.523438,34649.644531,35511640894,,,
2021-06-28,34679.121094,34434.335938,33892523752,14500.509765625,16573.720703125,4290.60986328125
2021-06-29,34475.558594,35867.777344,37901460044,14528.330078125,16547.5703125,4291.7998046875
2021-06-30,35908.386719,35040.835938,34059036099,14503.9501953125,16555.349609375,4297.5
2021-07-01,35035.984375,33572.117188,37838957079,14522.3798828125,16640.9609375,4319.93994140625
2021-07-02,33549.601563,33897.046875,38728974942,14639.330078125,16674.849609375,4352.33984375
2021-07-03,33854.421875,34668.546875,24383958643,,,
2021-07-04,34665.566406,35287.78125,24924307911,,,
2021-07-05,35284.34375,33746.003906,26721554282,,,
2021-07-06,33723.507813,34235.195313,26501259870,14663.6396484375,16542.75,4343.5400390625
2021-07-07,34225.679688,33855.328125,24796027477,14665.0595703125,16559.310546875,4358.1298828125
2021-07-08,33889.605469,32877.371094,29910396946,14559.7802734375,16359.7001953125,4320.81982421875
2021-07-09,32861.671875,33798.011719,27436021028,14701.919921875,16633.30078125,4369.5498046875
2021-07-10,33811.242188,33520.519531,22971873468,,,
2021-07-11,33509.078125,34240.1875,20108729370,,,
2021-07-12,34254.015625,33155.847656,24321499537,14733.240234375,16673.140625,4384.6298828125
2021-07-13,33125.46875,32702.025391,19120856669,14677.650390625,16575.76953125,4369.2099609375
2021-07-14,32723.845703,32822.347656,21376531210,14644.9501953125,16543.779296875,4374.2998046875
2021-07-15,32827.875,31780.730469,21300524237,14543.1298828125,16499.060546875,4360.02978515625
2021-07-16,31841.550781,31421.539063,23699476918,14427.240234375,16364.66015625,4327.16015625
2021-07-17,31397.308594,31533.068359,18895018942,,,
2021-07-18,31533.884766,31796.810547,18787986667,,,
2021-07-19,31800.011719,30817.832031,20434789545,14274.98046875,16052.7099609375,4258.490234375
2021-07-20,30838.285156,29807.347656,23148267245,14498.8798828125,16321.9404296875,4323.06005859375
2021-07-21,29796.285156,32110.693359,28203024559,14631.9501953125,16503.470703125,4358.68994140625
2021-07-22,32138.873047,32313.105469,19555230518,14684.599609375,16455.919921875,4367.47998046875
2021-07-23,32305.958984,33581.550781,22552046192,14836.990234375,16552.380859375,4411.7900390625
2021-07-24,33593.730469,34292.445313,21664706865,,,
2021-07-25,34290.292969,35350.1875,20856685287,,,
2021-07-26,35384.03125,37337.535156,51022126212,14840.7099609375,16565.310546875,4422.2998046875
2021-07-27,37276.035156,39406.941406,35097370560,14660.580078125,16520.9609375,4401.4599609375
2021-07-28,39503.1875,39995.90625,38702404695,14762.580078125,16573.560546875,4400.64013671875
2021-07-29,39995.453125,40008.421875,27167146027,14778.259765625,16697.140625,4419.14990234375
2021-07-30,40027.484375,42235.546875,33072782960,14672.6796875,16602.2890625,4395.259765625
2021-07-31,42196.304688,41626.195313,25802845343,,,
2021-08-01,41460.84375,39974.894531,26688438115,,,
2021-08-02,39907.261719,39201.945313,25595265436,14681.0703125,16576.2109375,4387.16015625
2021-08-03,39178.402344,38152.980469,26189830450,14761.2900390625,16713.4609375,4423.14990234375
2021-08-04,38213.332031,39747.503906,25372562724,14780.5302734375,16594.48046875,4402.66015625
2021-08-05,39744.515625,40869.554688,35185031017,14895.1201171875,16695.5,4429.10009765625
2021-08-06,40865.867188,42816.5,38226483046,14835.759765625,16748.080078125,4436.52001953125
2021-08-07,42832.796875,44555.800781,40030862141,,,
2021-08-08,44574.4375,43798.117188,36302664750,,,
2021-08-09,43791.925781,46365.402344,38734079049,14860.1796875,16726.94921875,4432.35009765625
2021-08-10,46280.847656,45585.03125,33546019517,14788.08984375,16792.779296875,4436.75
2021-08-11,45599.703125,45593.636719,34319709073,14765.1396484375,16875.390625,4442.41015625
2021-08-12,45576.878906,44428.289063,33723620826,14816.259765625,16871.119140625,4460.830078125
2021-08-13,44439.691406,47793.320313,31744259539,14822.900390625,16868.109375,4468.0
2021-08-14,47810.6875,47096.945313,31211354442,,,
2021-08-15,47096.667969,47047.003906,30988958446,,,
2021-08-16,47019.960938,46004.484375,32776876610,14793.759765625,16836.740234375,4479.7099609375
2021-08-17,45936.457031,44695.359375,33451362600,14656.1796875,16707.130859375,4448.080078125
2021-08-18,44686.75,44801.1875,32194123075,14525.91015625,16550.33984375,4400.27001953125
2021-08-19,44741.882813,46717.578125,37204312299,14541.7900390625,16429.140625,4405.7998046875
2021-08-20,46723.121094,49339.175781,34706867452,14714.66015625,16516.6796875,4441.669921875
2021-08-21,49327.074219,48905.492188,40585205312,,,
2021-08-22,48869.105469,49321.652344,25370975378,,,
2021-08-23,49291.675781,49546.148438,34305053719,14942.650390625,16648.55078125,4479.52978515625
2021-08-24,49562.347656,47706.117188,35361168834,15019.7998046875,16741.16015625,4486.22998046875
2021-08-25,47727.257813,48960.789063,32646349931,15041.8603515625,16812.83984375,4496.18994140625
2021-08-26,49002.640625,46942.21875,32666549568,14945.8095703125,16694.3203125,4470.0
2021-08-27,46894.554688,49058.667969,34511076995,15129.5,16844.75,4509.3701171875
2021-08-28,49072.585938,48902.402344,28568103401,,,
2021-08-29,48911.25,48829.832031,25889650240,,,
2021-08-30,48834.851563,47054.984375,31847007016,15265.8896484375,16819.630859375,4528.7900390625
2021-08-31,47024.339844,47166.6875,34730363427,15259.240234375,16806.439453125,4522.68017578125
2021-09-01,47099.773438,48847.027344,39139399125,15309.3798828125,16845.990234375,4524.08984375
2021-09-02,48807.847656,49327.722656,39508070319,15331.1796875,16926.720703125,4536.9501953125
2021-09-03,49288.25,50025.375,43206179619,15363.51953125,16909.720703125,4535.43017578125
2021-09-04,50009.324219,49944.625,37471327794,,,
2021-09-05,49937.859375,51753.410156,30322676319,,,
2021-09-06,51769.003906,52633.535156,38884105426,,,
2021-09-07,52660.480469,46811.128906,65210059683,15374.330078125,16801.1796875,4520.02978515625
2021-09-08,46827.761719,46091.390625,49007762488,15286.6396484375,16731.0390625,4514.06982421875
2021-09-09,45774.742188,46391.421875,38672657013,15248.25,16663.119140625,4493.27978515625
2021-09-10,46396.664063,44883.910156,39154666597,15115.490234375,16563.48046875,4458.580078125
2021-09-11,44869.839844,45201.457031,34499835245,,,
2021-09-12,45206.628906,46063.269531,27881980161,,,
2021-09-13,46057.214844,44963.074219,40969943253,15105.580078125,16635.390625,4468.72998046875
2021-09-14,44960.050781,47092.492188,38652152880,15037.759765625,16497.23046875,4443.0498046875
2021-09-15,47098.0,48176.347656,30484496466,15161.5302734375,16626.880859375,4480.7001953125
2021-09-16,48158.90625,47783.359375,31764293754,15181.919921875,16576.76953125,4473.75
2021-09-17,47771.003906,47267.519531,28727713711,15043.9697265625,16460.349609375,4432.990234375
2021-09-18,47273.527344,48278.363281,28575630451,,,
2021-09-19,48268.855469,47260.21875,26967722648,,,
2021-09-20,47261.40625,42843.800781,43909845642,14713.900390625,16168.169921875,4357.72998046875
2021-09-21,43012.234375,40693.675781,48701090088,14746.400390625,16184.5,4354.18994140625
2021-09-22,40677.953125,43574.507813,38139709246,14896.849609375,16352.1796875,4395.64013671875
2021-09-23,43560.296875,44895.097656,34244064430,15052.240234375,16567.259765625,4448.97998046875
2021-09-24,44894.300781,42839.75,42839345714,15047.7001953125,16539.150390625,4455.47998046875
2021-09-25,42840.890625,42716.59375,31604717236,,,
2021-09-26,42721.628906,43208.539063,30661222077,,,
2021-09-27,43234.183594,42235.730469,30980029059,14969.9697265625,16599.7890625,4443.10986328125
2021-09-28,42200.898438,41034.542969,30214940550,14546.6796875,16328.7802734375,4352.6298828125
2021-09-29,41064.984375,41564.363281,30602359905,14512.4404296875,16344.8896484375,4359.4599609375
2021-09-30,41551.269531,43790.894531,31141681925,14448.580078125,16144.919921875,4307.5400390625
2021-10-01,43816.742188,48116.941406,42850641582,14566.7001953125,16323.740234375,4357.0400390625
2021-10-02,48137.46875,47711.488281,30614346492,,,
2021-10-03,47680.027344,48199.953125,26638115879,,,
2021-10-04,48208.90625,49112.902344,33383173002,14255.48046875,16198.5595703125,4300.4599609375
2021-10-05,49174.960938,51514.8125,35873904236,14433.830078125,16327.08984375,4345.72021484375
2021-10-06,51486.664063,55361.449219,49034730168,14501.91015625,16338.4599609375,4363.5498046875
2021-10-07,55338.625,53805.984375,36807860413,14654.01953125,16511.810546875,4399.759765625
2021-10-08,53802.144531,53967.847656,34800873924,14579.5400390625,16517.23046875,4391.33984375
2021-10-09,53929.78125,54968.222656,32491211414,,,
2021-10-10,54952.820313,54771.578125,39527792364,,,
2021-10-11,54734.125,57484.789063,42637331698,14486.2001953125,16430.0703125,4361.18994140625
2021-10-12,57526.832031,56041.058594,41083758949,14465.919921875,16441.75,4350.64990234375
2021-10-13,56038.257813,57401.097656,41684252783,14571.6396484375,16513.16015625,4363.7998046875
2021-10-14,57372.832031,57321.523438,36615791366,14823.4296875,16744.2890625,4438.259765625
2021-10-15,57345.902344,61593.949219,51780081801,14897.33984375,16871.740234375,4471.3701171875
2021-10-16,61609.527344,60892.179688,34250964237,,,
2021-10-17,60887.652344,61553.617188,29032367511,,,
2021-10-18,61548.804688,62026.078125,38055562075,15021.8095703125,16862.0,4486.4599609375
2021-10-19,62043.164063,64261.992188,40471196346,15129.08984375,16988.16015625,4519.6298828125
2021-10-20,64284.585938,65992.835938,40788955582,15121.6796875,17099.2109375,4536.18994140625
2021-10-21,66002.234375,62210.171875,45908121370,15215.7001953125,17083.150390625,4549.77978515625
2021-10-22,62237.890625,60692.265625,38434082775,15090.2001953125,17122.240234375,4544.89990234375
2021-10-23,60694.628906,61393.617188,26882546034,,,
2021-10-24,61368.34375,60930.835938,27316183882,,,
2021-10-25,60893.925781,63039.824219,31064911614,15226.7099609375,17169.0703125,4566.47998046875
2021-10-26,63032.761719,60363.792969,34878965587,15235.7099609375,17145.150390625,4574.7900390625
2021-10-27,60352.0,58482.386719,43657076893,15235.83984375,16920.380859375,4551.68017578125
2021-10-28,58470.730469,60622.136719,45257083247,15448.1201171875,17077.0,4596.419921875
2021-10-29,60624.871094,62227.964844,36856881767,15498.3896484375,17016.41015625,4605.3798828125
2021-10-30,62239.363281,61888.832031,32157938616,,,
2021-10-31,61850.488281,61318.957031,32241199927,,,
2021-11-01,61320.449219,61004.40625,36150572843,15595.919921875,17131.080078125,4613.669921875
2021-11-02,60963.253906,63226.402344,37746665647,15649.599609375,17115.169921875,4630.64990234375
2021-11-03,63254.335938,62970.046875,36124731509,15811.580078125,17209.75,4660.56982421875
2021-11-04,62941.804688,61452.230469,32615846901,15940.3095703125,17168.869140625,4680.06005859375
2021-11-05,61460.078125,61125.675781,30605102446,15971.58984375,17242.359375,4697.52978515625
2021-11-06,61068.875,61527.480469,29094934221,,,
2021-11-07,61554.921875,63326.988281,24726754302,,,
2021-11-08,63344.066406,67566.828125,41125608330,15982.3603515625,17310.509765625,4701.7001953125
2021-11-09,67549.734375,66971.828125,42357991721,15886.5400390625,17286.91015625,4685.25
2021-11-10,66953.335938,64995.230469,48730828378,15622.7099609375,17192.029296875,4646.7099609375
2021-11-11,64978.890625,64949.960938,35880633236,15704.2802734375,17220.41015625,4649.27001953125
2021-11-12,64863.980469,64155.941406,36084893887,15860.9599609375,17297.66015625,4682.85009765625
2021-11-13,64158.121094,64469.527344,30474228777,,,
2021-11-14,64455.371094,65466.839844,25122092191,,,
2021-11-15,65521.289063,63557.871094,30558763548,15853.849609375,17285.55078125,4682.7998046875
2021-11-16,63721.195313,60161.246094,46844335592,15973.8603515625,17302.7890625,4700.89990234375
2021-11-17,60139.621094,60368.011719,39178392930,15921.5703125,17192.66015625,4688.669921875
2021-11-18,60360.136719,56942.136719,41388338699,15993.7099609375,17117.740234375,4704.5400390625
2021-11-19,56896.128906,58119.578125,38702407772,16057.4404296875,16973.9609375,4697.9599609375
2021-11-20,58115.082031,59697.195313,30624264863,,,
2021-11-21,59730.507813,58730.476563,26123447605,,,
2021-11-22,58706.847656,56289.289063,35036121783,15854.759765625,16945.779296875,4682.93994140625
2021-11-23,56304.554688,57569.074219,37485803899,15775.1396484375,17007.900390625,4690.7001953125
2021-11-24,57565.851563,56280.425781,36635566789,15845.23046875,17036.810546875,4701.4599609375
2021-11-25,57165.417969,57274.679688,34284016248,,,
2021-11-26,58960.285156,53569.765625,41810748221,15491.66015625,16624.869140625,4594.6201171875
2021-11-27,53736.429688,54815.078125,30560857714,,,
2021-11-28,54813.023438,57248.457031,28116886357,,,
2021-11-29,57291.90625,57806.566406,32370840356,15782.830078125,16683.98046875,4655.27001953125
2021-11-30,57830.113281,57005.425781,36708594618,15537.6904296875,16318.9697265625,4567.0
2021-12-01,56907.964844,57229.828125,36858195307,15254.0498046875,16133.8896484375,4513.0400390625
2021-12-02,57217.371094,56477.816406,32379968686,15381.3203125,16475.25,4577.10009765625
2021-12-03,56509.164063,53598.246094,39789134215,15085.4697265625,16347.8701171875,4538.43017578125
2021-12-04,53727.878906,49200.703125,61385677469,,,
2021-12-05,49201.519531,49368.847656,37198201161,,,
2021-12-06,49413.480469,50582.625,37707308001,15225.150390625,16591.970703125,4591.669921875
2021-12-07,50581.828125,50700.085938,33676814852,15686.919921875,16853.5703125,4686.75
2021-12-08,50667.648438,50504.796875,28479699446,15786.990234375,16899.919921875,4701.2099609375
2021-12-09,50450.082031,47672.121094,29603577251,15517.3701171875,16780.470703125,4667.4501953125
2021-12-10,47642.144531,47243.304688,30966005122,15630.599609375,16856.630859375,4712.02001953125
2021-12-11,47264.632813,49362.507813,25775869261,,,
2021-12-12,49354.855469,50098.335938,21939223599,,,
2021-12-13,50114.742188,46737.480469,32166727776,15413.2802734375,16719.5703125,4668.97021484375
2021-12-14,46709.824219,46612.632813,34638619079,15237.6396484375,16652.580078125,4634.08984375
2021-12-15,48379.753906,48896.722656,36541828520,15565.580078125,16813.5703125,4709.85009765625
2021-12-16,48900.464844,47665.425781,27268150947,15180.4296875,16849.08984375,4668.669921875
2021-12-17,47653.730469,46202.144531,32902725329,15169.6796875,16668.640625,4620.64013671875
2021-12-18,46219.253906,46848.777344,26098292690,,,
2021-12-19,46853.867188,46707.015625,25154053861,,,
2021-12-20,46707.0625,46880.277344,30961902129,14980.9404296875,16442.310546875,4568.02001953125
2021-12-21,46886.078125,48936.613281,27055803928,15341.08984375,16744.26953125,4649.22998046875
2021-12-22,48937.097656,48628.511719,24447979559,15521.8896484375,16874.880859375,4696.56005859375
2021-12-23,48626.34375,50784.539063,28223878108,15653.3701171875,16963.439453125,4725.7900390625
2021-12-24,50806.050781,50822.195313,24367912228,,,
2021-12-25,50854.917969,50429.859375,19030650914,,,
2021-12-26,50428.691406,50809.515625,20964372926,,,
2021-12-27,50802.609375,50640.417969,24324345758,15871.259765625,17141.08984375,4791.18994140625
2021-12-28,50679.859375,47588.855469,33430376883,15781.7197265625,17134.16015625,4786.35009765625
2021-12-29,47623.871094,46444.710938,30049226299,15766.2197265625,17149.9296875,4793.06005859375
2021-12-30,46490.605469,47178.125,26686491018,15741.5595703125,17164.240234375,4778.72998046875
2021-12-31,47169.371094,46306.445313,36974172400,15644.9697265625,17164.130859375,4766.18017578125
2022-01-01,46311.746094,47686.8125,24582667004,,,
2022-01-02,47680.925781,47345.21875,27951569547,,,
2022-01-03,47343.542969,46458.117188,33071628362,15832.7998046875,17226.099609375,4796.56005859375
2022-01-04,46458.851563,45897.574219,42494677905,15622.7197265625,17336.759765625,4793.5400390625
2022-01-05,45899.359375,43569.003906,36851084859,15100.169921875,17112.599609375,4700.580078125
2022-01-06,43565.511719,43160.929688,30208048289,15080.8603515625,17156.51953125,4696.0498046875
2022-01-07,43153.570313,41557.902344,84196607520,14935.900390625,17166.279296875,4677.02978515625
2022-01-08,41561.464844,41733.941406,28066355845,,,
2022-01-09,41734.726563,41911.601563,21294384372,,,
2022-01-10,41910.230469,41821.261719,32104232331,14942.830078125,17119.560546875,4670.2900390625
2022-01-11,41819.507813,42735.855469,26327648900,15153.4501953125,17294.5390625,4713.06982421875
