,date,btc_open,btc_close,btc_volume,nasdaq_close,dji_close,sp_close,oil_close,gold_close,price_1d,price_2d,price_3d,nasdaq_1d,nasdaq_2d,nasdaq_3d,sp_1d,sp_2d,sp_3d,dji_1d,dji_2d,dji_3d,compound,positive,negative,neutral,return,return_1,return_2,return_3
12,2021-02-14,47114.507813,48717.289063,71248675228,14047.5,31522.69921875,3932.590087890625,60.04999923706055,1797.199951171875,47105.515625,47504.851563,47909.332031,-0.0034032017018987837,0.004969438229909917,0.003810280369455299,-0.0005692724183511411,0.0047110331133788375,0.0016624551635393559,0.002043931901386964,0.0008813412543642318,-0.00022589247095916587,0.5719,0.207,0.0,0.793,0.034216235967589936,-0.008406213783668126,-0.008442623824065798,0.06659103725199489
13,2021-02-15,48696.535156,47945.058594,77069903166,14047.5,31522.69921875,3932.590087890625,60.04999923706055,1797.199951171875,48717.289063,47105.515625,47504.851563,0.0,-0.0034032017018987837,0.004969438229909917,0.0,-0.0005692724183511411,0.0047110331133788375,0.0,0.002043931901386964,0.0008813412543642318,0.2782,0.096,0.075,0.829,-0.015851261099552705,0.034216235967589936,-0.008406213783668126,-0.008442623824065798
14,2021-02-16,47944.457031,49199.871094,77049582886,14047.5,31522.69921875,3932.590087890625,60.04999923706055,1797.199951171875,47945.058594,48717.289063,47105.515625,0.0,0.0,-0.0034032017018987837,0.0,0.0,-0.0005692724183511411,0.0,0.0,0.002043931901386964,0.8779,0.32,0.053,0.627,0.02617188375189583,-0.015851261099552705,0.034216235967589936,-0.008406213783668126
15,2021-02-17,49207.277344,52149.007813,80820545404,13965.490234375,31613.0,3931.330078125,61.13999938964844,1771.0999755859375,49199.871094,47945.058594,48717.289063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.059941960282079876,0.02617188375189583,-0.015851261099552705,0.034216235967589936
16,2021-02-18,52140.972656,51679.796875,52054723579,13865.3603515625,31493.30078125,3913.969970703125,60.52000045776367,1773.4000244140625,52149.007813,49199.871094,47945.058594,-0.005838032790532077,0.0,0.0,-0.0003204020092266724,0.0,0.0,0.002864627188914337,0.0,0.0,0.4019,1.0,0.0,0.0,-0.008997504606080509,0.059941960282079876,0.02617188375189583,-0.015851261099552705
17,2021-02-19,51675.980469,55888.132813,63495496918,13874.4599609375,31494.30078125,3906.7099609375,59.2400016784668,1775.800048828125,51679.796875,52149.007813,49199.871094,-0.007169807943156803,-0.005838032790532077,0.0,-0.004415835627354592,-0.0003204020092266724,0.0,-0.003786392267421612,0.002864627188914337,0.0,0.8126,0.125,0.053,0.822,0.08143096901442681,-0.008997504606080509,0.059941960282079876,0.02617188375189583
18,2021-02-20,55887.335938,56099.519531,68145460026,13533.0498046875,31521.69921875,3876.5,61.4900016784668,1806.699951171875,55888.132813,51679.796875,52149.007813,0.0006562836554027118,-0.007169807943156803,-0.005838032790532077,-0.0018548966445751658,-0.004415835627354592,-0.0003204020092266724,3.175278472533627e-05,-0.003786392267421612,0.002864627188914337,0.5472,0.071,0.047,0.883,0.0037823184880285687,0.08143096901442681,-0.008997504606080509,0.059941960282079876
19,2021-02-21,56068.566406,57539.945313,51897585191,13533.0498046875,31521.69921875,3876.5,61.4900016784668,1806.699951171875,56099.519531,55888.132813,51679.796875,-0.024607095138204582,0.0006562836554027118,-0.007169807943156803,-0.0077328394581538396,-0.0018548966445751658,-0.004415835627354592,0.0008699490644450414,3.175278472533627e-05,-0.003786392267421612,0.3612,0.085,0.0,0.915,0.02567625879940083,0.0037823184880285687,0.08143096901442681,-0.008997504606080509
20,2021-02-22,57532.738281,54207.320313,92052420332,13533.0498046875,31521.69921875,3876.5,61.4900016784668,1806.699951171875,57539.945313,56099.519531,55888.132813,0.0,-0.024607095138204582,0.0006562836554027118,0.0,-0.0077328394581538396,-0.0018548966445751658,0.0,0.0008699490644450414,3.175278472533627e-05,0.7003,0.135,0.057,0.809,-0.05791845963480713,0.02567625879940083,0.0037823184880285687,0.08143096901442681
21,2021-02-23,54204.929688,48824.425781,106102492824,13465.2001953125,31537.400390625,3881.3701171875,61.66999816894531,1804.4000244140625,54207.320313,57539.945313,56099.519531,0.0,0.0,-0.024607095138204582,0.0,0.0,-0.0077328394581538396,0.0,0.0,0.0008699490644450414,0.4939,0.113,0.06,0.828,-0.09930198543145974,-0.05791845963480713,0.02567625879940083,0.0037823184880285687
22,2021-02-24,48835.085938,49705.332031,63695521388,13597.9697265625,31961.900390625,3925.429931640625,63.220001220703125,1796.4000244140625,48824.425781,54207.320313,57539.945313,-0.0050136229714826674,0.0,0.0,0.0012563181187927874,0.0,0.0,0.0004981067729261657,0.0,0.0,0.8126,0.084,0.03,0.886,0.018042326886777316,-0.09930198543145974,-0.05791845963480713,0.02567625879940083
23,2021-02-25,49709.082031,47093.851563,54506565949,13119.4296875,31402.0,3829.340087890625,63.52999877929688,1774.4000244140625,49705.332031,48824.425781,54207.320313,0.009860197347546285,-0.0050136229714826674,0.0,0.01135161376597904,0.0012563181187927874,0.0,0.013460208981783683,0.0004981067729261657,0.0,0.5499,0.066,0.053,0.881,-0.05253924199462712,0.018042326886777316,-0.09930198543145974,-0.05791845963480713
24,2021-02-26,47180.464844,46339.761719,350967941479,13192.349609375,30932.400390625,3811.14990234375,61.5,1728.0999755859375,47093.851563,49705.332031,48824.425781,-0.03519202121238085,0.009860197347546285,-0.0050136229714826674,-0.02447880752512621,0.01135161376597904,0.0012563181187927874,-0.01751774405720974,0.013460208981783683,0.0004981067729261657,-0.0966,0.045,0.058,0.897,-0.016012490356436593,-0.05253924199462712,0.018042326886777316,-0.09930198543145974
25,2021-03-01,45159.503906,49631.242188,53891300112,13588.830078125,31535.5,3901.820068359375,60.63999938964844,1722.5,45137.769531,46188.453125,46339.761719,0.03577902407390754,-0.0006721333126404883,-0.020263388733907206,0.018927538114974496,-0.006014592972592547,-0.01809160495485873,0.004251321571874467,-0.013340896048536277,-0.01918357228263634,-0.3612,0.0,0.088,0.912,0.07102929205720199,-0.041535826165826406,-0.07075456017086068,-0.05088977539940476
26,2021-03-02,49612.105469,48378.988281,47530897720,13358.7900390625,31391.5,3870.2900390625,59.75,1733.0999755859375,49631.242188,45137.769531,46188.453125,0.0,0.0,0.030053817590480314,0.0,0.0,0.023790763506800205,0.0,0.0,0.01949734264909453,0.7506,0.144,0.0,0.856,-0.02523116190113761,0.09955017059303173,-0.022747754534158893,-0.0032652000870768694
27,2021-03-03,48415.816406,50538.242188,53220811975,12997.75,31270.099609375,3819.719970703125,61.27999877929688,1715.300048828125,48378.988281,49631.242188,45137.769531,-0.016928612525136666,0.0,0.0,-0.008080851690870694,0.0,0.0,-0.00456628244359536,0.0,0.0,0.8334,0.079,0.019,0.902,0.04463205998559516,-0.02523116190113761,0.09955017059303173,-0.022747754534158893
28,2021-03-04,50522.304688,48561.167969,52343816680,12723.4697265625,30924.099609375,3768.469970703125,63.83000183105469,1700.199951171875,50538.242188,48378.988281,49631.242188,-0.027026402691170515,-0.016928612525136666,0.0,-0.01306622187199813,-0.008080851690870694,0.0,-0.003867301359444464,-0.00456628244359536,0.0,0.9337,0.223,0.0,0.777,-0.03912035981871642,0.04463205998559516,-0.02523116190113761,0.09955017059303173
29,2021-03-05,48527.03125,48927.304688,48625928883,12920.150390625,31496.30078125,3841.93994140625,66.08999633789062,1698.0,48561.167969,50538.242188,48378.988281,-0.02110213486468815,-0.027026402691170515,-0.016928612525136666,-0.013417213930100202,-0.01306622187199813,-0.008080851690870694,-0.011064883205433307,-0.003867301359444464,-0.00456628244359536,0.3612,0.124,0.095,0.781,0.007539701665201459,-0.03912035981871642,0.04463205998559516,-0.02523116190113761
30,2021-03-06,48899.230469,48912.382813,34363564661,12609.16015625,31802.400390625,3821.35009765625,65.05000305175781,1677.699951171875,48927.304688,48561.167969,50538.242188,0.0154580997392475,-0.02110213486468815,-0.027026402691170515,0.01949596819778221,-0.013417213930100202,-0.01306622187199813,0.01850340605233103,-0.011064883205433307,-0.003867301359444464,0.5789,0.078,0.033,0.889,-0.0003049805235574299,0.007539701665201459,-0.03912035981871642,0.04463205998559516
31,2021-03-07,48918.679688,51206.691406,43137459378,12609.16015625,31802.400390625,3821.35009765625,65.05000305175781,1677.699951171875,48912.382813,48927.304688,48561.167969,-0.02407017139681733,0.0154580997392475,-0.02110213486468815,-0.005359231030161227,0.01949596819778221,-0.013417213930100202,0.009718589224205765,0.01850340605233103,-0.011064883205433307,-0.4588,0.024,0.036,0.939,0.0469064981309848,-0.0003049805235574299,0.007539701665201459,-0.03912035981871642
32,2021-03-08,51174.117188,52246.523438,48597428048,12609.16015625,31802.400390625,3821.35009765625,65.05000305175781,1677.699951171875,51206.691406,48912.382813,48927.304688,0.0,-0.02407017139681733,0.0154580997392475,0.0,-0.005359231030161227,0.01949596819778221,0.0,0.009718589224205765,0.01850340605233103,0.8302,0.27,0.133,0.597,0.020306565479021765,0.0469064981309848,-0.0003049805235574299,0.007539701665201459
33,2021-03-09,52272.96875,54824.117188,50912227385,13073.8203125,31832.69921875,3875.43994140625,64.01000213623047,1716.5999755859375,52246.523438,51206.691406,48912.382813,0.0,0.0,-0.02407017139681733,0.0,0.0,-0.005359231030161227,0.0,0.0,0.009718589224205765,0.3818,0.062,0.025,0.913,0.04933522042014493,0.020306565479021765,0.0469064981309848,-0.0003049805235574299
34,2021-03-10,54824.011719,56008.550781,57295577614,13068.830078125,32297.0,3898.81005859375,64.44000244140625,1721.5,54824.117188,52246.523438,51206.691406,0.03685099962979543,0.0,0.0,0.01415464230382213,0.0,0.0,0.0009527214220574898,0.0,0.0,-0.3469,0.067,0.07,0.863,0.021604243784508315,0.04933522042014493,0.020306565479021765,0.0469064981309848
35,2021-03-11,55963.179688,57805.121094,56772343595,13398.669921875,32485.599609375,3939.340087890625,66.0199966430664,1722.300048828125,56008.550781,54824.117188,52246.523438,-0.00038169672335397475,0.03685099962979543,0.0,0.006030313342701321,0.01415464230382213,0.0,0.014585655399794728,0.0009527214220574898,0.0,0.7269,0.072,0.028,0.901,0.03207671485778674,0.021604243784508315,0.04933522042014493,0.020306565479021765
36,2021-03-12,57821.21875,57332.089844,55689944702,13319.8603515625,32778.6015625,3943.340087890625,65.61000061035156,1719.5,57805.121094,56008.550781,54824.117188,0.025238666489519668,-0.00038169672335397475,0.03685099962979543,0.010395487004435822,0.006030313342701321,0.01415464230382213,0.005839539566368401,0.014585655399794728,0.0009527214220574898,-0.4939,0.0,0.097,0.903,-0.00818320662681038,0.03207671485778674,0.021604243784508315,0.04933522042014493
37,2021-03-13,57343.371094,61243.085938,60669829814,13459.7099609375,32953.5,3968.93994140625,65.38999938964844,1728.9000244140625,57332.089844,57805.121094,56008.550781,-0.005881895051674801,0.025238666489519668,-0.00038169672335397475,0.0010153984958789497,0.010395487004435822,0.006030313342701321,0.00901944112616726,0.005839539566368401,0.014585655399794728,0.0762,0.121,0.095,0.784,0.06821652768356734,-0.00818320662681038,0.03207671485778674,0.021604243784508315
38,2021-03-14,61221.132813,59302.316406,43901225564,13459.7099609375,32953.5,3968.93994140625,65.38999938964844,1728.9000244140625,61243.085938,57332.089844,57805.121094,0.010499329999251517,-0.005881895051674801,0.025238666489519668,0.006491921301497117,0.0010153984958789497,0.010395487004435822,0.005335750433602682,0.00901944112616726,0.005839539566368401,0.9783,0.178,0.033,0.789,-0.03168961038254592,0.06821652768356734,-0.00818320662681038,0.03207671485778674
39,2021-03-15,59267.429688,55907.199219,66419369890,13459.7099609375,32953.5,3968.93994140625,65.38999938964844,1728.9000244140625,59302.316406,61243.085938,57332.089844,0.0,0.010499329999251517,-0.005881895051674801,0.0,0.006491921301497117,0.0010153984958789497,0.0,0.005335750433602682,0.00901944112616726,0.0,0.0,0.0,1.0,-0.05725100456036303,-0.03168961038254592,0.06821652768356734,-0.00818320662681038
40,2021-03-16,55840.785156,56804.902344,59749798599,13471.5703125,32825.8984375,3962.7099609375,64.80000305175781,1730.5999755859375,55907.199219,59302.316406,61243.085938,0.0,0.0,0.010499329999251517,0.0,0.0,0.006491921301497117,0.0,0.0,0.005335750433602682,0.0,0.0,0.0,1.0,0.01605702194959746,-0.05725100456036303,-0.03168961038254592,0.06821652768356734
41,2021-03-17,56825.828125,58870.894531,60258313191,13525.2001953125,33015.3984375,3974.1201171875,64.5999984741211,1726.800048828125,56804.902344,55907.199219,59302.316406,0.0008811743787140447,0.0,0.0,-0.0015696837343783798,0.0,0.0,-0.003872170255056373,0.0,0.0,0.2975,0.145,0.0,0.855,0.03636996283329075,0.01605702194959746,-0.05725100456036303,-0.03168961038254592
42,2021-03-18,58893.078125,57858.921875,55746041000,13116.169921875,32862.30078125,3915.4599609375,60.0,1732.199951171875,58870.894531,56804.902344,55907.199219,0.003980967442432259,0.0008811743787140447,0.0,0.00287938213053085,-0.0015696837343783798,0.0,0.0057728808355634875,-0.003872170255056373,0.0,-0.3384,0.216,0.275,0.509,-0.01718969388968805,0.03636996283329075,0.01605702194959746,-0.05725100456036303
43,2021-03-19,57850.441406,58346.652344,49063873786,13215.240234375,32628.0,3913.10009765625,61.41999816894531,1741.4000244140625,57858.921875,58870.894531,56804.902344,-0.030242086440928184,0.003980967442432259,0.0008811743787140447,-0.014760539319459198,0.00287938213053085,-0.0015696837343783798,-0.004637159128635715,0.0057728808355634875,-0.003872170255056373,0.7579,0.082,0.0,0.918,0.008429650142007583,-0.01718969388968805,0.03636996283329075,0.01605702194959746
44,2021-03-20,58332.261719,58313.644531,50361731222,13377.5400390625,32731.19921875,3940.590087890625,61.54999923706055,1737.800048828125,58346.652344,57858.921875,58870.894531,0.0075532959004116496,-0.030242086440928184,0.003980967442432259,-0.0006027039747036333,-0.014760539319459198,0.00287938213053085,-0.007129774108320608,-0.004637159128635715,0.0057728808355634875,0.8225,0.219,0.036,0.744,-0.0005657190545464985,0.008429650142007583,-0.01718969388968805,0.03636996283329075
45,2021-03-21,58309.914063,57523.421875,51943414539,13377.5400390625,32731.19921875,3940.590087890625,61.54999923706055,1737.800048828125,58313.644531,58346.652344,57858.921875,0.012281260257784199,0.0075532959004116496,-0.030242086440928184,0.007025118077311765,-0.0006027039747036333,-0.014760539319459198,0.0031629036027338575,-0.007129774108320608,-0.004637159128635715,0.6775,0.105,0.016,0.879,-0.013551247951582024,-0.0005657190545464985,0.008429650142007583,-0.01718969388968805
46,2021-03-22,57517.890625,54529.144531,56521454974,13377.5400390625,32731.19921875,3940.590087890625,61.54999923706055,1737.800048828125,57523.421875,58313.644531,58346.652344,0.0,0.012281260257784199,0.0075532959004116496,0.0,0.007025118077311765,-0.0006027039747036333,0.0,0.0031629036027338575,-0.007129774108320608,0.5859,0.255,0.0,0.745,-0.05205318540518422,-0.013551247951582024,-0.0005657190545464985,0.008429650142007583
47,2021-03-23,54511.660156,54738.945313,56435023914,13227.7001953125,32423.19921875,3910.52001953125,57.7599983215332,1724.699951171875,54529.144531,57523.421875,58313.644531,0.0,0.0,0.012281260257784199,0.0,0.0,0.007025118077311765,0.0,0.0,0.0031629036027338575,0.7096,0.094,0.068,0.838,0.0038474981370875128,-0.05205318540518422,-0.013551247951582024,-0.0005657190545464985
48,2021-03-24,54710.488281,52774.265625,70567223787,12961.8896484375,32420.099609375,3889.139892578125,61.18000030517578,1732.9000244140625,54738.945313,54529.144531,57523.421875,-0.011200851824211822,0.0,0.0,-0.007630854183940605,0.0,0.0,-0.009409982137885242,0.0,0.0,-0.0772,0.021,0.027,0.951,-0.035891807501329476,0.0038474981370875128,-0.05205318540518422,-0.013551247951582024
49,2021-03-25,52726.746094,51704.160156,67999812841,12977.6796875,32619.5,3909.52001953125,58.560001373291016,1724.9000244140625,52774.265625,54738.945313,54529.144531,-0.02009499330572939,-0.011200851824211822,0.0,-0.00546733601831495,-0.007630854183940605,0.0,-9.55985050731245e-05,-0.009409982137885242,0.0,0.2023,0.177,0.154,0.669,-0.020277031926960176,-0.035891807501329476,0.0038474981370875128,-0.05205318540518422
50,2021-03-26,51683.011719,55137.3125,56652197978,13138.73046875,33072.8984375,3974.5400390625,60.970001220703125,1732.199951171875,51704.160156,52774.265625,54738.945313,0.0012181895920093666,-0.02009499330572939,-0.011200851824211822,0.005240265846959469,-0.00546733601831495,-0.007630854183940605,0.006150517519302623,-9.55985050731245e-05,-0.009409982137885242,-0.0,0.029,0.029,0.943,0.0663999247573428,-0.020277031926960176,-0.035891807501329476,0.0038474981370875128
51,2021-03-27,55137.566406,55973.511719,47266542233,13059.650390625,33171.3984375,3971.090087890625,61.560001373291016,1712.0999755859375,55137.3125,51704.160156,52774.265625,0.012409828654125432,0.0012181895920093666,-0.02009499330572939,0.016631202604519668,0.005240265846959469,-0.00546733601831495,0.013899613344778405,0.006150517519302623,-9.55985050731245e-05,0.8045,0.147,0.042,0.811,0.015165759466422957,0.0663999247573428,-0.020277031926960176,-0.035891807501329476
52,2021-03-28,55974.941406,55950.746094,47686580918,13059.650390625,33171.3984375,3971.090087890625,61.560001373291016,1712.0999755859375,55973.511719,55137.3125,51704.160156,-0.0060188523018330775,0.012409828654125432,0.0012181895920093666,-0.0008680126852336212,0.016631202604519668,0.005240265846959469,0.0029782693581013042,0.013899613344778405,0.006150517519302623,0.6124,0.122,0.057,0.821,-0.00040672139911979155,0.015165759466422957,0.0663999247573428,-0.020277031926960176
53,2021-03-29,55947.898438,57750.199219,57625587027,13059.650390625,33171.3984375,3971.090087890625,61.560001373291016,1712.0999755859375,55950.746094,55973.511719,55137.3125,0.0,-0.0060188523018330775,0.012409828654125432,0.0,-0.0008680126852336212,0.016631202604519668,0.0,0.0029782693581013042,0.013899613344778405,-0.4404,0.058,0.209,0.733,0.03216137854492285,-0.00040672139911979155,0.015165759466422957,0.0663999247573428
54,2021-03-30,57750.132813,58917.691406,54414116432,13045.3896484375,33067.0,3958.550048828125,60.54999923706055,1683.9000244140625,57750.199219,55950.746094,55973.511719,0.0,0.0,-0.0060188523018330775,0.0,0.0,-0.0008680126852336212,0.0,0.0,0.0029782693581013042,0.9935,0.163,0.048,0.789,0.020216245186837067,0.03216137854492285,-0.00040672139911979155,0.015165759466422957
55,2021-03-31,58930.277344,58918.832031,65520826225,13246.8701171875,32981.6015625,3972.889892578125,59.15999984741211,1713.800048828125,58917.691406,57750.199219,55950.746094,-0.0010919696746045648,0.0,0.0,-0.0031578329337678124,0.0,0.0,-0.0031472425769658585,0.0,0.0,-0.4404,0.0,0.069,0.931,1.9359634988669328e-05,0.020216245186837067,0.03216137854492285,-0.00040672139911979155
56,2021-04-01,58926.5625,59095.808594,61669163792,13480.1103515625,33527.19921875,4019.8701171875,61.45000076293945,1726.5,58918.832031,58917.691406,57750.199219,0.015444572694241598,-0.0010919696746045648,0.0,0.0036224990395776757,-0.0031578329337678124,0.0,-0.0025825880031451476,-0.0031472425769658585,0.0,0.5106,0.099,0.0,0.901,0.003003735086039905,1.9359634988669328e-05,0.020216245186837067,0.03216137854492285
57,2021-04-02,59098.878906,59384.3125,58727860620,13705.58984375,33527.19921875,4077.909912109375,58.650001525878906,1727.0,59095.808594,58918.832031,58917.691406,0.017607195685596322,0.015444572694241598,-0.0010919696746045648,0.011825201774944727,0.0036224990395776757,-0.0031578329337678124,0.016542485216070935,-0.0025825880031451476,-0.0031472425769658585,0.8934,0.369,0.0,0.631,0.004881969007008324,0.003003735086039905,1.9359634988669328e-05,0.020216245186837067
58,2021-04-03,59397.410156,57603.890625,59641344484,13705.58984375,33527.19921875,4077.909912109375,58.650001525878906,1727.0,59384.3125,59095.808594,58918.832031,0.016726828364677537,0.017607195685596322,0.015444572694241598,0.014438226417743616,0.011825201774944727,0.0036224990395776757,0.0,0.016542485216070935,-0.0025825880031451476,-0.8271,0.0,0.139,0.861,-0.029981350293480258,0.004881969007008324,0.003003735086039905,1.9359634988669328e-05
59,2021-04-04,57604.839844,58758.554688,50749662970,13705.58984375,33527.19921875,4077.909912109375,58.650001525878906,1727.0,57603.890625,59384.3125,59095.808594,0.0,0.016726828364677537,0.017607195685596322,0.0,0.014438226417743616,0.011825201774944727,0.0,0.0,0.016542485216070935,0.4144,0.127,0.0,0.873,0.020044897149687824,-0.029981350293480258,0.004881969007008324,0.003003735086039905
60,2021-04-05,58760.875,59057.878906,60706272115,13705.58984375,33527.19921875,4077.909912109375,58.650001525878906,1727.0,58758.554688,57603.890625,59384.3125,0.0,0.0,0.016726828364677537,0.0,0.0,0.014438226417743616,0.0,0.0,0.0,0.9146,0.154,0.113,0.733,0.005094138540155946,0.020044897149687824,-0.029981350293480258,0.004881969007008324
61,2021-04-06,59171.933594,58192.359375,66058027988,13698.3798828125,33430.19921875,4073.93994140625,59.33000183105469,1741.5,59057.878906,58758.554688,57603.890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6674,0.108,0.0,0.892,-0.01465544559054699,0.005094138540155946,0.020044897149687824,-0.029981350293480258
62,2021-04-07,58186.507813,56048.9375,75645303584,13688.83984375,33446.30078125,4079.949951171875,59.77000045776367,1740.0999755859375,58192.359375,59057.878906,58758.554688,-0.0005260598791950732,0.0,0.0,-0.0009735307519511682,0.0,0.0,-0.0028931733714802066,0.0,0.0,0.2263,0.094,0.086,0.82,-0.036833390122360865,-0.01465544559054699,0.005094138540155946,0.020044897149687824
63,2021-04-08,56099.914063,58323.953125,53053855641,13829.3095703125,33503.6015625,4097.169921875,59.59999847412109,1756.800048828125,56048.9375,58192.359375,59057.878906,-0.0006964355744338846,-0.0005260598791950732,0.0,0.001475232784985625,-0.0009735307519511682,0.0,0.00048164721946886146,-0.0028931733714802066,0.0,0.431,0.108,0.072,0.819,0.04058980823677527,-0.036833390122360865,-0.01465544559054699,0.005094138540155946
64,2021-04-09,58326.5625,58245.003906,46655208546,13900.1904296875,33800.6015625,4128.7998046875,59.31999969482422,1743.300048828125,58323.953125,56048.9375,58192.359375,0.010261623933502051,-0.0006964355744338846,-0.0005260598791950732,0.0042206328286402695,0.001475232784985625,-0.0009735307519511682,0.0017132173039036136,0.00048164721946886146,-0.0028931733714802066,0.5511,0.09,0.073,0.836,-0.0013536328518541918,0.04058980823677527,-0.036833390122360865,-0.01465544559054699
65,2021-04-10,58253.777344,59793.234375,58238470525,13850.0,33745.3984375,4127.990234375,59.70000076293945,1731.199951171875,58245.003906,58323.953125,56048.9375,0.005125408395453057,0.010261623933502051,-0.0006964355744338846,0.007719934348738189,0.0042206328286402695,0.001475232784985625,0.00886471860184801,0.0017132173039036136,0.00048164721946886146,0.9788,0.156,0.022,0.822,0.026581343723465878,-0.0013536328518541918,0.04058980823677527,-0.036833390122360865
66,2021-04-11,59846.230469,60204.964844,46280252580,13850.0,33745.3984375,4127.990234375,59.70000076293945,1731.199951171875,59793.234375,58245.003906,58323.953125,-0.0036107728121699267,0.005125408395453057,0.010261623933502051,-0.00019607884876882142,0.007719934348738189,0.0042206328286402695,-0.00163319948308982,0.00886471860184801,0.0017132173039036136,0.8034,0.114,0.027,0.859,0.006885903953911976,0.026581343723465878,-0.0013536328518541918,0.04058980823677527
67,2021-04-13,59890.019531,63503.457031,69983454362,13996.099609375,33677.30078125,4141.58984375,60.18000030517578,1746.199951171875,59893.453125,60204.964844,59793.234375,0.0,-0.0036107728121699267,0.0014961288979975507,0.0,-0.00019607884876882142,0.0075223417841296936,0.0,-0.00163319948308982,0.0072170412649199545,-0.1406,0.13,0.166,0.703,0.0547877105409309,0.0016760884579594126,0.03365028425722372,0.02519172949150117
