Date,Open,High,Low,Close,Adj Close,Volume
2021-02-01,51.9900016784668,53.7400016784668,51.63999938964844,53.54999923706055,53.54999923706055,416067
2021-02-02,53.47999954223633,55.2599983215332,53.45000076293945,54.7599983215332,54.7599983215332,463718
2021-02-03,55.04999923706055,56.33000183105469,54.810001373291016,55.689998626708984,55.689998626708984,448693
2021-02-04,55.959999084472656,56.58000183105469,55.29999923706055,56.22999954223633,56.22999954223633,381404
2021-02-05,56.459999084472656,57.290000915527344,56.43000030517578,56.849998474121094,56.849998474121094,400833
2021-02-08,57.060001373291016,58.13999938964844,57.0,57.970001220703125,57.970001220703125,399724
2021-02-09,58.11000061035156,58.619998931884766,57.27000045776367,58.36000061035156,58.36000061035156,514698
2021-02-10,58.45000076293945,58.90999984741211,58.08000183105469,58.68000030517578,58.68000030517578,457535
2021-02-11,58.400001525878906,58.709999084472656,57.84000015258789,58.2400016784668,58.2400016784668,380445
2021-02-12,57.939998626708984,59.81999969482422,57.40999984741211,59.470001220703125,59.470001220703125,480822
2021-02-16,59.97999954223633,60.95000076293945,59.33000183105469,60.04999923706055,60.04999923706055,602332
2021-02-17,60.2400016784668,61.72999954223633,59.43000030517578,61.13999938964844,61.13999938964844,335419
2021-02-18,61.68000030517578,62.2599983215332,59.790000915527344,60.52000045776367,60.52000045776367,132035
2021-02-19,60.20000076293945,60.290000915527344,58.59000015258789,59.2400016784668,59.2400016784668,102427
2021-02-22,58.880001068115234,61.84000015258789,58.81999969482422,61.4900016784668,61.4900016784668,505773
2021-02-23,62.15999984741211,63.0,60.66999816894531,61.66999816894531,61.66999816894531,570677
2021-02-24,61.290000915527344,63.5099983215332,60.970001220703125,63.220001220703125,63.220001220703125,489933
2021-02-25,63.38999938964844,63.810001373291016,62.650001525878906,63.529998779296875,63.529998779296875,510357
2021-02-26,63.459999084472656,63.56999969482422,61.34000015258789,61.5,61.5,472723
2021-03-01,61.95000076293945,62.91999816894531,59.959999084472656,60.63999938964844,60.63999938964844,456679
2021-03-02,60.22999954223633,61.209999084472656,59.380001068115234,59.75,59.75,464133
2021-03-03,59.54999923706055,61.9900016784668,59.2400016784668,61.279998779296875,61.279998779296875,465311
