Date,Open,High,Low,Close,Adj Close,Volume
2021-02-01,13226.1796875,13431.4599609375,13132.4697265625,13403.3896484375,13403.3896484375,7092520000
2021-02-02,13543.099609375,13652.7001953125,13535.8603515625,13612.7802734375,13612.7802734375,7325270000
2021-02-03,13718.3095703125,13723.830078125,13585.33984375,13610.5400390625,13610.5400390625,7546940000
2021-02-04,13674.0595703125,13778.419921875,13631.6201171875,13777.740234375,13777.740234375,7295370000
2021-02-05,13824.8798828125,13878.16015625,13761.66015625,13856.2998046875,13856.2998046875,6792910000
2021-02-08,13937.0595703125,13987.740234375,13894.150390625,13987.6396484375,13987.6396484375,8564530000
2021-02-09,13966.8203125,14044.9501953125,13966.5498046875,14007.7001953125,14007.7001953125,8766770000
2021-02-10,14093.349609375,14109.1201171875,13845.4697265625,13972.5302734375,13972.5302734375,10785930000
2021-02-11,14045.2099609375,14058.91015625,13916.849609375,14025.76953125,14025.76953125,10916780000
2021-02-12,13979.2099609375,14102.0400390625,13937.7099609375,14095.4697265625,14095.4697265625,7416940000
2021-02-16,14152.2099609375,14175.1201171875,13995.4501953125,14047.5,14047.5,7722100000
2021-02-17,13911.650390625,13976.4296875,13804.259765625,13965.490234375,13965.490234375,7280500000
2021-02-18,13814.669921875,13905.9599609375,13714.349609375,13865.3603515625,13865.3603515625,6499420000
2021-02-19,13929.2001953125,13985.580078125,13842.599609375,13874.4599609375,13874.4599609375,6737820000
2021-02-22,13714.2001953125,13757.0595703125,13530.9599609375,13533.0498046875,13533.0498046875,6483740000
2021-02-23,13262.6103515625,13526.08984375,13003.98046875,13465.2001953125,13465.2001953125,7516510000
2021-02-24,13400.25,13607.3603515625,13286.58984375,13597.9697265625,13597.9697265625,5886230000
2021-02-25,13512.6396484375,13602.8603515625,13066.3798828125,13119.4296875,13119.4296875,6390380000
2021-02-26,13232.900390625,13368.0595703125,13024.5302734375,13192.349609375,13192.349609375,5906110000
2021-03-01,13406.16015625,13596.58984375,13362.66015625,13588.830078125,13588.830078125,5079530000
2021-03-02,13599.4501953125,13601.330078125,13352.0,13358.7900390625,13358.7900390625,4948140000
2021-03-03,13336.25,13372.51953125,12995.0703125,12997.75,12997.75,5529980000
2021-03-04,12953.990234375,13068.7099609375,12553.9599609375,12723.4697265625,12723.4697265625,7864380000
2021-03-05,12860.0400390625,12941.2099609375,12397.0498046875,12920.150390625,12920.150390625,7725200000
2021-03-08,12904.259765625,13001.0,12599.23046875,12609.16015625,12609.16015625,6010230000
2021-03-09,12923.0703125,13151.5400390625,12882.490234375,13073.8203125,13073.8203125,6345560000
2021-03-10,13234.73046875,13277.1103515625,13035.4404296875,13068.830078125,13068.830078125,6023880000
2021-03-11,13273.3095703125,13433.6201171875,13246.330078125,13398.669921875,13398.669921875,6008850000
2021-03-12,13222.8095703125,13324.6904296875,13158.7197265625,13319.8603515625,13319.8603515625,5497210000
2021-03-15,13323.4697265625,13460.349609375,13272.5,13459.7099609375,13459.7099609375,5972370000
2021-03-16,13523.169921875,13620.7099609375,13397.080078125,13471.5703125,13471.5703125,5493890000
2021-03-17,13336.91015625,13595.0,13272.6904296875,13525.2001953125,13525.2001953125,5536110000
2021-03-18,13349.2001953125,13384.4599609375,13101.919921875,13116.169921875,13116.169921875,5739720000
2021-03-19,13119.900390625,13252.3701171875,13039.4501953125,13215.240234375,13215.240234375,7630590000
2021-03-22,13278.7802734375,13455.6396484375,13278.7802734375,13377.5400390625,13377.5400390625,5321760000
2021-03-23,13381.4296875,13405.150390625,13202.4296875,13227.7001953125,13227.7001953125,5675010000
2021-03-24,13289.240234375,13292.919921875,12961.349609375,12961.8896484375,12961.8896484375,6248650000
2021-03-25,12844.580078125,13021.8603515625,12786.8095703125,12977.6796875,12977.6796875,5634290000
2021-03-26,12996.0302734375,13149.5498046875,12878.7197265625,13138.73046875,13138.73046875,5224360000
2021-03-29,13103.9697265625,13143.41015625,12968.16015625,13059.650390625,13059.650390625,4965090000
2021-03-30,13008.7998046875,13075.75,12922.5703125,13045.3896484375,13045.3896484375,4721950000
2021-03-31,13122.5703125,13325.5400390625,13118.3798828125,13246.8701171875,13246.8701171875,5004720000
2021-04-01,13414.3203125,13487.080078125,13404.1796875,13480.1103515625,13480.1103515625,4576480000
2021-04-05,13594.900390625,13720.580078125,13582.759765625,13705.58984375,13705.58984375,4459000000
2021-04-06,13681.669921875,13776.7099609375,13674.2802734375,13698.3798828125,13698.3798828125,4073710000
2021-04-07,13675.2998046875,13733.0302734375,13653.58984375,13688.83984375,13688.83984375,4098740000
2021-04-08,13796.8896484375,13830.1396484375,13758.7099609375,13829.3095703125,13829.3095703125,4153600000
2021-04-09,13787.01953125,13905.41015625,13748.349609375,13900.1904296875,13900.1904296875,3926110000
2021-04-12,13854.4404296875,13877.0,13783.9501953125,13850.0,13850.0,4250900000
2021-04-13,13902.4501953125,14011.509765625,13902.4501953125,13996.099609375,13996.099609375,4219360000
2021-04-14,14004.080078125,14033.6298828125,13839.0400390625,13857.83984375,13857.83984375,4120770000
2021-04-15,13983.23046875,14049.1298828125,13970.419921875,14038.759765625,14038.759765625,4406880000
2021-04-16,14059.1103515625,14062.5,13977.0498046875,14052.33984375,14052.33984375,4427780000
2021-04-19,13984.580078125,14041.7900390625,13842.5703125,13914.76953125,13914.76953125,4379610000
2021-04-20,13894.4599609375,13927.669921875,13698.669921875,13786.26953125,13786.26953125,4245120000
2021-04-21,13745.76953125,13951.349609375,13706.8603515625,13950.2197265625,13950.2197265625,3999620000
2021-04-22,13952.5703125,14015.8701171875,13771.0400390625,13818.41015625,13818.41015625,4420820000
2021-04-23,13861.3701171875,14062.740234375,13856.830078125,14016.8095703125,14016.8095703125,4355100000
2021-04-26,14052.3798828125,14154.0302734375,14019.5,14138.7802734375,14138.7802734375,4506210000
2021-04-27,14170.91015625,14171.240234375,14064.2802734375,14090.2197265625,14090.2197265625,4691460000
2021-04-28,14082.7802734375,14133.650390625,14034.7001953125,14051.0302734375,14051.0302734375,4559710000
2021-04-29,14204.509765625,14211.5703125,13952.7998046875,14082.5498046875,14082.5498046875,4928030000
2021-04-30,13970.73046875,14084.759765625,13941.6298828125,13962.6796875,13962.6796875,4792460000
2021-05-03,14031.76953125,14042.1201171875,13881.509765625,13895.1201171875,13895.1201171875,4761430000
2021-05-04,13774.509765625,13795.5703125,13485.58984375,13633.5,13633.5,5879730000
2021-05-05,13731.1298828125,13753.0498046875,13553.9296875,13582.419921875,13582.419921875,4535690000
2021-05-06,13557.830078125,13635.73046875,13439.3896484375,13632.83984375,13632.83984375,5021400000
2021-05-07,13723.08984375,13828.6201171875,13690.75,13752.240234375,13752.240234375,4391100000
2021-05-10,13687.58984375,13687.9296875,13401.740234375,13401.8603515625,13401.8603515625,4818670000
2021-05-11,13115.849609375,13423.3095703125,13107.669921875,13389.4296875,13389.4296875,4738390000
2021-05-12,13215.490234375,13288.6103515625,13002.5400390625,13031.6796875,13031.6796875,4752930000
2021-05-13,13150.9404296875,13247.8701171875,13007.240234375,13124.990234375,13124.990234375,4698110000
2021-05-14,13255.650390625,13460.8798828125,13242.9697265625,13429.98046875,13429.98046875,4022610000
2021-05-17,13368.7998046875,13399.169921875,13265.400390625,13379.0498046875,13379.0498046875,3997780000
2021-05-18,13416.900390625,13485.33984375,13299.9296875,13303.6396484375,13303.6396484375,4301300000
2021-05-19,13078.1904296875,13304.6103515625,13072.23046875,13299.740234375,13299.740234375,4333520000
2021-05-20,13356.6298828125,13563.51953125,13355.7099609375,13535.740234375,13535.740234375,3990760000
2021-05-21,13616.1904296875,13616.580078125,13463.259765625,13470.990234375,13470.990234375,3733940000
2021-05-24,13557.2099609375,13708.849609375,13551.009765625,13661.169921875,13661.169921875,3509470000
2021-05-25,13721.5400390625,13751.1396484375,13631.7998046875,13657.169921875,13657.169921875,4128990000
2021-05-26,13693.9404296875,13750.16015625,13679.58984375,13738.0,13738.0,4264500000
2021-05-27,13742.58984375,13776.51953125,13701.6298828125,13736.2802734375,13736.2802734375,5087180000
2021-05-28,13792.0498046875,13820.8701171875,13747.6103515625,13748.740234375,13748.740234375,4447940000
2021-06-01,13829.0595703125,13836.169921875,13678.76953125,13736.48046875,13736.48046875,4186280000
2021-06-02,13743.240234375,13775.8896484375,13689.740234375,13756.330078125,13756.330078125,5097630000
2021-06-03,13655.75,13684.1298828125,13548.9296875,13614.509765625,13614.509765625,5396250000
2021-06-04,13697.25,13826.8203125,13692.009765625,13814.490234375,13814.490234375,4360710000
2021-06-07,13802.8203125,13889.1103515625,13784.8896484375,13881.7197265625,13881.7197265625,4639210000
2021-06-08,13946.3203125,13981.7197265625,13831.98046875,13924.91015625,13924.91015625,5958410000
2021-06-09,13980.23046875,14003.5,13906.4501953125,13911.75,13911.75,5640490000
2021-06-10,13933.8798828125,14031.1904296875,13904.400390625,14020.330078125,14020.330078125,4919880000
2021-06-11,14030.849609375,14069.419921875,14006.58984375,14069.419921875,14069.419921875,4157580000
2021-06-14,14083.4697265625,14175.4501953125,14056.669921875,14174.1396484375,14174.1396484375,4415160000
2021-06-15,14166.6396484375,14171.01953125,14052.16015625,14072.8603515625,14072.8603515625,4554580000
2021-06-16,14085.5498046875,14129.6904296875,13903.73046875,14039.6796875,14039.6796875,4683030000
2021-06-17,13999.1298828125,14196.2099609375,13998.9296875,14161.349609375,14161.349609375,4558280000
2021-06-18,14096.9296875,14129.2197265625,14009.0400390625,14030.3798828125,14030.3798828125,6126070000
2021-06-21,14047.419921875,14150.7802734375,13960.0400390625,14141.48046875,14141.48046875,4562010000
2021-06-22,14138.2900390625,14269.76953125,14121.0,14253.26953125,14253.26953125,4433140000
2021-06-23,14263.3798828125,14317.66015625,14246.2998046875,14271.73046875,14271.73046875,4417470000
2021-06-24,14357.26953125,14414.4599609375,14333.7001953125,14369.7099609375,14369.7099609375,4324620000
2021-06-25,14400.8095703125,14409.080078125,14337.650390625,14360.3896484375,14360.3896484375,7468090000
2021-06-28,14417.8095703125,14505.1904296875,14417.2001953125,14500.509765625,14500.509765625,4283000000
2021-06-29,14509.1904296875,14535.9697265625,14471.3798828125,14528.330078125,14528.330078125,4901300000
2021-06-30,14509.849609375,14526.8095703125,14478.0595703125,14503.9501953125,14503.9501953125,5293810000
2021-07-01,14493.6904296875,14533.5498046875,14439.400390625,14522.3798828125,14522.3798828125,4410470000
2021-07-02,14582.98046875,14649.1103515625,14555.33984375,14639.330078125,14639.330078125,3751420000
2021-07-06,14661.5498046875,14687.0,14529.7998046875,14663.6396484375,14663.6396484375,4489540000
2021-07-07,14753.41015625,14755.330078125,14580.7900390625,14665.0595703125,14665.0595703125,4605630000
2021-07-08,14409.2001953125,14610.0595703125,14371.58984375,14559.7802734375,14559.7802734375,4575010000
2021-07-09,14578.4296875,14710.2001953125,14552.259765625,14701.919921875,14701.919921875,3826500000
2021-07-12,14743.8603515625,14761.080078125,14672.6298828125,14733.240234375,14733.240234375,3897090000
2021-07-13,14715.1298828125,14803.6796875,14660.1904296875,14677.650390625,14677.650390625,4583460000
2021-07-14,14780.900390625,14790.5498046875,14632.9501953125,14644.9501953125,14644.9501953125,4496220000
2021-07-15,14635.7802734375,14650.3701171875,14451.7998046875,14543.1298828125,14543.1298828125,4512550000
2021-07-16,14597.509765625,14623.01953125,14413.3203125,14427.240234375,14427.240234375,4069530000
2021-07-19,14235.98046875,14313.599609375,14178.66015625,14274.98046875,14274.98046875,4537130000
2021-07-20,14330.4599609375,14555.75,14271.23046875,14498.8798828125,14498.8798828125,4652450000
2021-07-21,14508.75,14633.1396484375,14498.650390625,14631.9501953125,14631.9501953125,4098520000
2021-07-22,14652.7197265625,14694.1904296875,14617.8701171875,14684.599609375,14684.599609375,3597540000
2021-07-23,14753.0595703125,14846.0595703125,14698.76953125,14836.990234375,14836.990234375,3997250000
2021-07-26,14821.0302734375,14863.650390625,14790.490234375,14840.7099609375,14840.7099609375,4437090000
2021-07-27,14807.9501953125,14811.080078125,14503.759765625,14660.580078125,14660.580078125,4329230000
2021-07-28,14715.66015625,14798.8798828125,14645.6298828125,14762.580078125,14762.580078125,4268210000
