Date,Open,High,Low,Close,Adj Close,Volume
2021-02-01,30211.900390625,30211.900390625,30211.900390625,30211.900390625,30211.900390625,0
2021-02-02,30687.5,30687.5,30687.5,30687.5,30687.5,0
2021-02-03,30723.599609375,30723.599609375,30723.599609375,30723.599609375,30723.599609375,0
2021-02-04,31055.900390625,31055.900390625,31055.900390625,31055.900390625,31055.900390625,0
2021-02-05,31148.19921875,31148.19921875,31148.19921875,31148.19921875,31148.19921875,0
2021-02-08,31385.80078125,31385.80078125,31385.80078125,31385.80078125,31385.80078125,0
2021-02-09,31375.80078125,31375.80078125,31375.80078125,31375.80078125,31375.80078125,0
2021-02-10,31437.80078125,31437.80078125,31437.80078125,31437.80078125,31437.80078125,0
2021-02-11,31430.69921875,31430.69921875,31430.69921875,31430.69921875,31430.69921875,0
2021-02-12,31458.400390625,31458.400390625,31458.400390625,31458.400390625,31458.400390625,0
2021-02-16,31522.69921875,31522.69921875,31522.69921875,31522.69921875,31522.69921875,0
2021-02-17,31613.0,31613.0,31613.0,31613.0,31613.0,0
2021-02-18,31493.30078125,31493.30078125,31493.30078125,31493.30078125,31493.30078125,0
2021-02-19,31494.30078125,31494.30078125,31494.30078125,31494.30078125,31494.30078125,0
2021-02-22,31521.69921875,31521.69921875,31521.69921875,31521.69921875,31521.69921875,0
2021-02-23,31537.400390625,31537.400390625,31537.400390625,31537.400390625,31537.400390625,0
2021-02-24,31961.900390625,31961.900390625,31961.900390625,31961.900390625,31961.900390625,0
2021-02-25,31402.0,31402.0,31402.0,31402.0,31402.0,0
2021-02-26,30932.400390625,30932.400390625,30932.400390625,30932.400390625,30932.400390625,0
2021-03-01,31535.5,31535.5,31535.5,31535.5,31535.5,0
2021-03-02,31391.5,31391.5,31391.5,31391.5,31391.5,0
2021-03-03,31270.099609375,31270.099609375,31270.099609375,31270.099609375,31270.099609375,0
2021-03-04,30924.099609375,30924.099609375,30924.099609375,30924.099609375,30924.099609375,0
